CRN,CALL_TM_min
2012020387,0.0
2012020388,8.0
2012020389,10.0
2012020390,4.0
2012020391,3.0
2012020393,7.0
2012020395,10.0
2012020397,1.0
2012020400,1.0
2012020401,19.0
2012020402,3.0
2012020404,2.0
2012020406,5.0
2012020407,6.0
2012020408,1.0
2012020409,0.0
2012020411,13.0
2012020413,40.0
2012020415,1.0
2012020416,2.0
2012020417,31.0
2012020418,0.0
2012020419,1.0
2012020420,2.0
2012020421,5.0
2012020422,5.0
2012020423,0.0
2012020424,3.0
2012020425,10.0
2012020427,0.0
2012020428,10.0
2012020433,1.0
2012020434,0.0
2012020437,1.0
2012020438,2.0
2012020439,4.0
2012020440,0.0
2012020442,7.0
2012020444,9.0
2012020445,6.0
2012020446,7.0
2012020447,20.0
2012020449,1.0
2012020450,2.0
2012020451,7.0
2012020452,6.0
2012020453,3.0
2012020454,2.0
2012020455,15.0
2012020456,4.0
2012020457,10.0
2012020458,0.0
2012020459,5.0
2012020460,67.0
2012020462,0.0
2012020463,0.0
2012020465,8.0
2012020467,0.0
2012020469,11.0
2012020473,2.0
2012020474,10.0
2012020475,0.0
2012020476,3.0
2012020477,55.0
2012020478,3.0
2012020479,5.0
2012020480,1.0
2012020481,52.0
2012020484,0.0
2012020486,12.0
2012020488,10.0
2012020491,8.0
2012020492,15.0
2012020493,6.0
2012020494,2.0
2012020495,0.0
2012020496,16.0
2012020497,3.0
2012020499,1.0
2012020500,2.0
2012020501,10.0
2012020502,2.0
2012020504,13.0
2012020505,5.0
2012020508,0.0
2012020509,2.0
2012020510,4.0
2012020511,80.0
2012020512,0.0
2012020514,0.0
2012020515,5.0
2012020516,3.0
2012020517,1.0
2012020518,3.0
2012020519,4.0
2012020520,5.0
2012020521,3.0
2012020522,1.0
2012020526,15.0
2012020527,5.0
2012020528,40.0
2012020529,1.0
2012020530,28.0
2012020531,0.0
2012020532,0.0
2012020533,25.0
2012020535,2.0
2012020536,21.0
2012020537,1.0
2012020538,6.0
2012020539,10.0
2012020540,1.0
2012020541,2.0
2012020543,5.0
2012020544,3.0
2012020545,8.0
2012020546,0.0
2012020547,0.0
2012020548,8.0
2012020550,33.0
2012020551,2.0
2012020552,80.0
2012020553,1.0
2012020554,4.0
2012020555,6.0
2012020559,5.0
2012020560,4.0
2012020561,8.0
2012020562,14.0
2012020564,2.0
2012020565,1.0
2012020566,0.0
2012020567,3.0
2012020569,4.0
2012020570,3.0
2012020571,15.0
2012020572,85.0
2012020573,4.0
2012020574,0.0
2012020575,2.0
2012020577,0.0
2012020578,1.0
2012020580,1.0
2012020582,5.0
2012020584,0.0
2012020585,15.0
2012020587,4.0
2012020588,5.0
2012020589,13.0
2012020591,5.0
2012020592,3.0
2012020593,7.0
2012020594,15.0
2012020595,26.0
2012020599,0.0
2012020603,0.0
2012020604,8.0
2012020605,13.0
2012020606,5.0
2012020607,25.0
2012020609,38.0
2012020613,50.0
2012020614,7.0
2012020616,3.0
2012020644,0.0
2012020680,6.0
2012020682,2.0
2012020683,5.0
2012020684,3.0
2012020685,2.0
2012020687,0.0
2012020689,2.0
2012020690,5.0
2012020691,2.0
2012020694,3.0
2012020839,3.0
2012020933,29.0
2012021014,12.0
2012021017,0.0
2012021018,2.0
2012021019,1.0
2012021020,24.0
2012021021,5.0
2012021023,1.0
2012021220,4.0
2012021221,4.0
2012021336,0.0
2012021374,4.0
2012021376,6.0
2012021377,1.0
2012021379,19.0
2012021380,0.0
2012021381,36.0
2012021382,8.0
2012021383,1.0
2012021384,2.0
2012021386,5.0
2012021387,1.0
2012021388,1.0
2012021389,8.0
2012021390,15.0
2012021391,4.0
2012021392,0.0
2012021474,2.0
2012021475,1.0
2012021601,2.0
2012021602,3.0
2012022150,10.0
2012022151,7.0
2012022519,8.0
2012022524,8.0
2012022585,23.0
2012022587,0.0
2012022588,39.0
2012022590,15.0
2012022591,5.0
2012022594,1.0
2012022596,5.0
2012022597,2.0
2012022599,36.0
2012022600,4.0
2012022601,0.0
2012022602,5.0
2012022603,0.0
2012022604,0.0
2012022605,0.0
2012022606,4.0
2012022607,6.0
2012022608,5.0
2012022609,0.0
2012022610,0.0
2012022613,3.0
2012022614,0.0
2012022615,7.0
2012022616,5.0
2012022618,0.0
2012022620,2.0
2012022621,0.0
2012022622,0.0
2012022823,6.0
2012022824,7.0
2012022965,3.0
2012022966,5.0
2012022967,9.0
2012023229,0.0
2012023230,18.0
2012023231,6.0
2012023648,4.0
2012023649,3.0
2012023650,3.0
2012023651,4.0
2012023721,0.0
2012023798,4.0
2012023799,2.0
2012023800,1.0
2012023801,0.0
2012023960,3.0
2012023964,20.0
2012023965,4.0
2012023968,68.0
2012023972,3.0
2012024217,0.0
2012024286,3.0
2012024287,16.0
2012024869,0.0
2012025006,1.0
2012025007,3.0
2012025008,8.0
2012025050,0.0
2012025277,2.0
2012025495,1.0
2012025523,10.0
2012025671,2.0
2012025674,3.0
2012025676,6.0
2012025677,13.0
2012025792,1.0
2012025853,5.0
2012025863,11.0
2012025945,1.0
2012025948,9.0
2012026058,10.0
2012026059,15.0
2012026060,45.0
2012026061,9.0
2012026063,1.0
2012026064,6.0
2012026065,0.0
2012026067,4.0
2012026070,3.0
2012026071,2.0
2012026072,6.0
2012026075,11.0
2012026076,31.0
2012026077,7.0
2012026079,3.0
2012026081,1.0
2012026082,14.0
2012026085,0.0
2012026086,7.0
2012026088,0.0
2012026089,15.0
2012026090,3.0
2012026091,0.0
2012026092,5.0
2012026093,0.0
2012026094,0.0
2012026095,1.0
2012026097,2.0
2012026100,5.0
2012026101,27.0
2012026102,3.0
2012026104,2.0
2012026105,5.0
2012026106,0.0
2012026107,25.0
2012026108,4.0
2012026109,3.0
2012026110,11.0
2012026111,0.0
2012026112,2.0
2012026113,2.0
2012026115,83.0
2012026116,24.0
2012026118,0.0
2012026119,4.0
2012026121,10.0
2012026124,13.0
2012026125,3.0
2012026126,3.0
2012026127,40.0
2012026128,4.0
2012026129,0.0
2012026130,1.0
2012026131,2.0
2012026132,0.0
2012026133,1.0
2012026134,1.0
2012026135,0.0
2012026136,0.0
2012026137,3.0
2012026138,0.0
2012026139,15.0
2012026140,25.0
2012026141,5.0
2012026142,1.0
2012026143,5.0
2012026146,1.0
2012026147,0.0
2012026149,6.0
2012026150,3.0
2012026151,0.0
2012026154,20.0
2012026155,48.0
2012026156,75.0
2012026157,6.0
2012026158,16.0
2012026159,40.0
2012026160,9.0
2012026161,2.0
2012026162,6.0
2012026163,2.0
2012026164,21.0
2012026165,68.0
2012026166,10.0
2012026167,4.0
2012026168,15.0
2012026169,0.0
2012026170,11.0
2012026171,83.0
2012026173,10.0
2012026174,2.0
2012026175,0.0
2012026176,0.0
2012026177,0.0
2012026179,0.0
2012026180,3.0
2012026181,4.0
2012026182,0.0
2012026183,8.0
2012026184,2.0
2012026185,0.0
2012026186,3.0
2012026189,0.0
2012026190,6.0
2012026191,1.0
2012026192,75.0
2012026193,7.0
2012026194,9.0
2012026195,9.0
2012026196,0.0
2012026198,1.0
2012026200,17.0
2012026202,3.0
2012026203,0.0
2012026204,0.0
2012026205,1.0
2012026206,10.0
2012026207,6.0
2012026208,0.0
2012026209,2.0
2012026210,5.0
2012026211,2.0
2012026212,7.0
2012026213,0.0
2012026214,2.0
2012026215,10.0
2012026216,2.0
2012026217,0.0
2012026218,6.0
2012026219,9.0
2012026221,0.0
2012026222,5.0
2012026223,4.0
2012026224,10.0
2012026225,15.0
2012026226,0.0
2012026227,22.0
2012026228,2.0
2012026229,2.0
2012026230,14.0
2012026231,4.0
2012026232,0.0
2012026233,3.0
2012026234,5.0
2012026235,2.0
2012026236,5.0
2012026237,10.0
2012026238,3.0
2012026239,16.0
2012026240,0.0
2012026242,5.0
2012026243,1.0
2012026244,2.0
2012026245,2.0
2012026246,5.0
2012026247,10.0
2012026249,7.0
2012026250,16.0
2012026251,0.0
2012026252,49.0
2012026255,0.0
2012026257,0.0
2012026259,0.0
2012026260,15.0
2012026261,2.0
2012026262,40.0
2012026264,0.0
2012026265,71.0
2012026266,19.0
2012026268,1.0
2012026271,59.0
2012026273,1.0
2012026274,9.0
2012026275,30.0
2012026276,11.0
2012026278,4.0
2012026279,0.0
2012026280,0.0
2012026281,7.0
2012026282,18.0
2012026284,0.0
2012026313,7.0
2012026386,6.0
2012026426,2.0
2012026427,7.0
2012026750,14.0
2012026852,10.0
2012026853,18.0
2012026854,2.0
2012026855,1.0
2012026856,0.0
2012026857,8.0
2012026945,10.0
2012026946,5.0
2012027001,0.0
2012027036,2.0
2012027090,12.0
2012027091,2.0
2012027092,2.0
2012027093,5.0
2012027231,5.0
2012027236,5.0
2012027237,4.0
2012027391,11.0
2012027392,1.0
2012027394,4.0
2012027395,7.0
2012027472,4.0
2012027473,2.0
2012027475,2.0
2012027617,2.0
2012027619,2.0
2012027722,4.0
2012027723,4.0
2012027725,4.0
2012027726,0.0
2012027727,13.0
2012027728,0.0
2012027729,4.0
2012027731,9.0
2012027733,83.0
2012027734,2.0
2012027737,5.0
2012027738,2.0
2012027739,2.0
2012027740,4.0
2012027741,2.0
2012027742,12.0
2012027744,0.0
2012027745,75.0
2012027746,0.0
2012027747,3.0
2012027748,28.0
2012027749,10.0
2012027752,3.0
2012027754,15.0
2012027755,17.0
2012027756,0.0
2012027757,0.0
2012027758,72.0
2012027759,0.0
2012027760,5.0
2012027762,16.0
2012027763,15.0
2012027765,5.0
2012027767,7.0
2012027769,5.0
2012027770,3.0
2012027771,0.0
2012027774,0.0
2012027844,1.0
2012027846,3.0
2012027992,0.0
2012027993,5.0
2012028029,15.0
2012028098,1.0
2012028119,0.0
2012028120,1.0
2012028121,0.0
2012028122,3.0
2012028123,4.0
2012028124,3.0
2012028125,31.0
2012028129,50.0
2012028130,5.0
2012028131,1.0
2012028133,9.0
2012028134,3.0
2012028135,0.0
2012028136,5.0
2012028139,15.0
2012028140,37.0
2012028142,0.0
2012028143,5.0
2012028144,34.0
2012028145,0.0
2012028147,4.0
2012028148,16.0
2012028150,25.0
2012028151,2.0
2012028152,8.0
2012028153,4.0
2012028154,2.0
2012028155,3.0
2012028156,10.0
2012028158,0.0
2012028159,3.0
2012028160,2.0
2012028161,10.0
2012028162,3.0
2012028163,2.0
2012028164,1.0
2012028165,25.0
2012028166,5.0
2012028167,42.0
2012028168,0.0
2012028169,0.0
2012028170,0.0
2012028171,0.0
2012028172,2.0
2012028173,21.0
2012028175,8.0
2012028176,15.0
2012028177,2.0
2012028178,17.0
2012028179,2.0
2012028180,0.0
2012028181,0.0
2012028182,8.0
2012028183,0.0
2012028187,7.0
2012028188,4.0
2012028189,3.0
2012028190,0.0
2012028191,20.0
2012028192,35.0
2012028193,15.0
2012028195,8.0
2012028196,18.0
2012028197,8.0
2012028199,0.0
2012028254,1.0
2012028255,3.0
2012028256,9.0
2012028257,16.0
2012028259,4.0
2012028469,2.0
2012028470,28.0
2012028471,2.0
2012028474,23.0
2012028476,2.0
2012028477,2.0
2012028478,14.0
2012028479,1.0
2012028480,10.0
2012028481,0.0
2012028482,2.0
2012028483,5.0
2012028484,75.0
2012028486,0.0
2012028487,5.0
2012028488,2.0
2012028489,20.0
2012028490,7.0
2012028491,5.0
2012028492,6.0
2012028493,1.0
2012028495,6.0
2012028496,10.0
2012028497,0.0
2012028498,6.0
2012028501,8.0
2012028502,8.0
2012028503,5.0
2012028504,1.0
2012028798,4.0
2012028846,4.0
2012029055,6.0
2012029137,5.0
2012029138,4.0
2012029143,1.0
2012029349,0.0
2012029701,15.0
2012029816,4.0
2012029983,13.0
2012029988,2.0
2012029989,4.0
2012029990,40.0
2012029991,6.0
2012030056,5.0
2012030278,0.0
2012030505,1.0
2012030604,2.0
2012030717,20.0
2012030789,3.0
2012030790,3.0
2012030794,1.0
2012030795,4.0
2012030796,1.0
2012030797,4.0
2012030798,2.0
2012030799,1.0
2012030800,0.0
2012030801,3.0
2012030913,4.0
2012030914,4.0
2012030915,3.0
2012030942,0.0
2012031115,0.0
2012031185,0.0
2012031224,10.0
2012031286,3.0
2012031288,1.0
2012031399,3.0
2012031451,4.0
2012031595,3.0
2012031598,0.0
2012031599,0.0
2012031600,1.0
2012031601,0.0
2012031602,3.0
2012031603,4.0
2012031604,4.0
2012031766,4.0
2012031841,3.0
2012031949,0.0
2012031951,2.0
2012031952,2.0
2012031953,3.0
2012031957,7.0
2012031958,0.0
2012032069,1.0
2012032071,4.0
2012032490,1.0
2012032492,0.0
2012032493,3.0
2012032494,6.0
2012032495,45.0
2012032496,1.0
2012032498,20.0
2012032505,10.0
2012032506,0.0
2012032507,7.0
2012032508,3.0
2012032509,1.0
2012032510,5.0
2012032511,1.0
2012032512,3.0
2012032514,11.0
2012032516,33.0
2012032517,10.0
2012032519,11.0
2012032520,0.0
2012032522,2.0
2012032523,0.0
2012032526,0.0
2012032529,8.0
2012032530,2.0
2012032533,9.0
2012032535,15.0
2012032537,45.0
2012032538,54.0
2012032540,10.0
2012032541,7.0
2012032542,20.0
2012032543,2.0
2012032546,2.0
2012032550,14.0
2012032551,1.0
2012032552,0.0
2012032553,0.0
2012032554,1.0
2012032556,0.0
2012032557,0.0
2012032560,1.0
2012032561,1.0
2012032562,39.0
2012032563,5.0
2012032565,4.0
2012032567,4.0
2012032568,11.0
2012032569,6.0
2012032571,0.0
2012032572,2.0
2012032573,27.0
2012032574,8.0
2012032575,60.0
2012032576,1.0
2012032577,2.0
2012032578,4.0
2012032579,1.0
2012032580,8.0
2012032582,2.0
2012032583,3.0
2012032585,0.0
2012032587,3.0
2012032588,1.0
2012032589,18.0
2012032591,4.0
2012032592,65.0
2012032594,5.0
2012032595,0.0
2012032596,2.0
2012032597,0.0
2012032598,2.0
2012032599,79.0
2012032600,1.0
2012032601,69.0
2012032602,4.0
2012032603,3.0
2012032604,0.0
2012032605,0.0
2012032606,13.0
2012032607,10.0
2012032608,15.0
2012032609,10.0
2012032610,1.0
2012032612,0.0
2012032613,12.0
2012032614,7.0
2012032615,0.0
2012032616,0.0
2012032617,0.0
2012032618,0.0
2012032619,29.0
2012032620,38.0
2012032621,60.0
2012032623,10.0
2012032625,6.0
2012032626,0.0
2012032627,1.0
2012032628,3.0
2012032629,17.0
2012032630,1.0
2012032631,2.0
2012032633,2.0
2012032634,0.0
2012032635,11.0
2012032637,9.0
2012032639,26.0
2012032640,6.0
2012032642,0.0
2012032643,0.0
2012032644,3.0
2012032646,0.0
2012032647,3.0
2012032648,0.0
2012032649,1.0
2012032650,10.0
2012032652,45.0
2012032653,15.0
2012032654,19.0
2012032655,5.0
2012032656,4.0
2012032657,1.0
2012032658,3.0
2012032660,1.0
2012032661,5.0
2012032662,66.0
2012032663,3.0
2012032664,3.0
2012032666,3.0
2012032667,4.0
2012032668,0.0
2012032670,3.0
2012032672,7.0
2012032673,22.0
2012032674,22.0
2012032675,8.0
2012032676,1.0
2012032677,7.0
2012032678,4.0
2012032680,0.0
2012032681,3.0
2012032682,0.0
2012032683,6.0
2012032684,3.0
2012032685,5.0
2012032686,1.0
2012032687,5.0
2012032688,8.0
2012032689,38.0
2012032690,3.0
2012032691,14.0
2012032692,5.0
2012032693,0.0
2012032695,3.0
2012032697,17.0
2012032698,16.0
2012032700,1.0
2012032701,4.0
2012032702,10.0
2012032704,25.0
2012032705,3.0
2012032706,60.0
2012032707,0.0
2012032708,1.0
2012032709,2.0
2012032711,40.0
2012032712,23.0
2012032713,7.0
2012032714,38.0
2012032716,5.0
2012032718,37.0
2012032719,2.0
2012032720,0.0
2012032721,32.0
2012032722,21.0
2012032724,9.0
2012032725,80.0
2012032726,11.0
2012032727,2.0
2012032728,0.0
2012032729,1.0
2012032730,0.0
2012032731,0.0
2012032734,1.0
2012032735,2.0
2012032736,13.0
2012032737,3.0
2012032738,0.0
2012032739,2.0
2012032740,4.0
2012032743,0.0
2012032903,2.0
2012032904,0.0
2012032924,30.0
2012033044,29.0
2012033045,22.0
2012033046,1.0
2012033047,4.0
2012033048,23.0
2012033052,2.0
2012033054,2.0
2012033056,30.0
2012033058,49.0
2012033059,2.0
2012033060,8.0
2012033061,0.0
2012033062,33.0
2012033065,5.0
2012033066,0.0
2012033067,4.0
2012033068,2.0
2012033069,6.0
2012033072,10.0
2012033073,3.0
2012033074,16.0
2012033075,12.0
2012033077,0.0
2012033135,11.0
2012033493,3.0
2012033533,0.0
2012033620,3.0
2012033621,3.0
2012033743,11.0
2012033745,0.0
2012033746,4.0
2012033856,1.0
2012033884,2.0
2012033885,1.0
2012033888,0.0
2012033889,5.0
2012033966,2.0
2012033967,6.0
2012033968,2.0
2012034172,0.0
2012034173,1.0
2012034174,4.0
2012034175,0.0
2012034176,0.0
2012034177,2.0
2012034283,0.0
2012034284,7.0
2012034285,0.0
2012034287,7.0
2012034289,6.0
2012034290,8.0
2012034292,1.0
2012034293,4.0
2012034294,1.0
2012034466,3.0
2012034468,0.0
2012034470,0.0
2012034596,14.0
2012034597,29.0
2012034606,2.0
2012034613,1.0
2012034617,0.0
2012034618,2.0
2012034619,3.0
2012034630,0.0
2012034633,1.0
2012034657,5.0
2012034661,4.0
2012034663,3.0
2012034664,2.0
2012034665,6.0
2012034672,0.0
2012034679,0.0
2012034681,70.0
2012034682,40.0
2012034683,9.0
2012034684,27.0
2012034685,11.0
2012034686,20.0
2012034687,5.0
2012034688,8.0
2012034689,3.0
2012034690,9.0
2012034692,2.0
2012034695,0.0
2012034696,0.0
2012034697,4.0
2012034699,3.0
2012034700,2.0
2012034701,2.0
2012034702,0.0
2012034703,4.0
2012034704,10.0
2012034705,8.0
2012034706,2.0
2012034708,8.0
2012034709,17.0
2012034711,13.0
2012034712,43.0
2012034713,70.0
2012034715,8.0
2012034716,2.0
2012034717,3.0
2012034719,2.0
2012034720,1.0
2012034721,0.0
2012034722,1.0
2012034724,70.0
2012034726,5.0
2012034727,4.0
2012034728,9.0
2012034729,20.0
2012034730,0.0
2012034732,4.0
2012034733,1.0
2012034736,25.0
2012034737,1.0
2012034740,12.0
2012034741,0.0
2012034742,8.0
2012034744,42.0
2012034745,31.0
2012034747,0.0
2012034748,5.0
2012034750,5.0
2012034753,4.0
2012034754,0.0
2012034756,1.0
2012034758,0.0
2012034759,25.0
2012034760,0.0
2012034761,0.0
2012034762,16.0
2012034763,29.0
2012034764,55.0
2012034765,2.0
2012034766,0.0
2012034767,4.0
2012034768,0.0
2012034769,0.0
2012034770,44.0
2012034771,0.0
2012034772,35.0
2012034773,7.0
2012034774,1.0
2012034775,78.0
2012034776,15.0
2012034777,33.0
2012034778,4.0
2012034779,42.0
2012034781,9.0
2012034782,76.0
2012034784,0.0
2012034785,17.0
2012034786,56.0
2012034787,0.0
2012034788,0.0
2012034789,3.0
2012034790,13.0
2012034791,7.0
2012034792,2.0
2012034793,0.0
2012034794,2.0
2012034795,6.0
2012034796,2.0
2012034797,2.0
2012034799,4.0
2012034800,1.0
2012034803,3.0
2012034804,2.0
2012034805,6.0
2012034806,87.0
2012034808,5.0
2012034809,3.0
2012034811,5.0
2012034812,7.0
2012034814,0.0
2012034815,0.0
2012034816,3.0
2012034817,10.0
2012034818,5.0
2012034819,0.0
2012034820,2.0
2012035006,2.0
2012035134,25.0
2012035136,1.0
2012035137,22.0
2012035139,0.0
2012035140,21.0
2012035141,2.0
2012035144,27.0
2012035145,13.0
2012035146,0.0
2012035307,0.0
2012035328,0.0
2012035409,60.0
2012035410,0.0
2012035411,27.0
2012035412,2.0
2012035413,0.0
2012035506,2.0
2012035684,1.0
2012035821,4.0
2012035822,3.0
2012035825,9.0
2012035826,2.0
2012036017,21.0
2012036267,4.0
2012036268,10.0
2012036269,6.0
2012036486,1.0
2012036633,3.0
2012036634,3.0
2012036635,20.0
2012036636,7.0
2012036638,2.0
2012036639,1.0
2012036640,4.0
2012036642,1.0
2012036643,2.0
2012036677,1.0
2012036752,3.0
2012036754,3.0
2012036755,67.0
2012036756,1.0
2012036757,25.0
2012036758,0.0
2012036761,4.0
2012036762,1.0
2012036763,0.0
2012036766,5.0
2012036767,10.0
2012036768,0.0
2012036769,3.0
2012036772,7.0
2012036777,3.0
2012036778,9.0
2012036784,2.0
2012036786,13.0
2012036787,1.0
2012036789,2.0
2012036790,4.0
2012036797,0.0
2012036798,0.0
2012036799,5.0
2012036800,8.0
2012036802,80.0
2012036807,1.0
2012036808,0.0
2012036810,2.0
2012036811,0.0
2012036812,12.0
2012036813,13.0
2012036814,4.0
2012036815,6.0
2012036816,14.0
2012036817,0.0
2012036818,0.0
2012036819,31.0
2012036820,1.0
2012036821,9.0
2012036822,0.0
2012036823,11.0
2012036825,8.0
2012036826,0.0
2012036827,2.0
2012036828,0.0
2012036831,20.0
2012036832,5.0
2012036833,3.0
2012036834,40.0
2012036835,18.0
2012036836,4.0
2012036838,0.0
2012036839,2.0
2012036840,0.0
2012036841,10.0
2012036842,3.0
2012036844,2.0
2012036853,4.0
2012036854,2.0
2012036855,0.0
2012036856,0.0
2012036857,0.0
2012036858,5.0
2012036859,14.0
2012036860,6.0
2012036861,9.0
2012036862,3.0
2012036863,5.0
2012036864,2.0
2012036865,17.0
2012036866,49.0
2012036867,7.0
2012036869,9.0
2012036870,9.0
2012036871,5.0
2012036872,8.0
2012036873,0.0
2012036876,1.0
2012036878,2.0
2012036880,9.0
2012036881,1.0
2012036883,46.0
2012036884,5.0
2012036885,0.0
2012036888,2.0
2012036889,82.0
2012036890,5.0
2012036891,10.0
2012036892,0.0
2012036893,9.0
2012036894,20.0
2012036895,0.0
2012036897,5.0
2012036898,4.0
2012036899,2.0
2012036900,0.0
2012036901,50.0
2012036903,4.0
2012036904,25.0
2012036905,2.0
2012036906,2.0
2012036907,1.0
2012036908,5.0
2012036909,32.0
2012036910,2.0
2012036912,20.0
2012036913,1.0
2012036914,0.0
2012036915,1.0
2012036917,6.0
2012036918,1.0
2012036926,6.0
2012036927,7.0
2012036928,4.0
2012036930,59.0
2012036931,13.0
2012036933,0.0
2012036935,4.0
2012036936,0.0
2012036937,7.0
2012036938,1.0
2012036939,11.0
2012036941,5.0
2012036942,11.0
2012036943,5.0
2012036944,0.0
2012036945,0.0
2012036946,0.0
2012036947,3.0
2012036948,0.0
2012036949,13.0
2012036950,10.0
2012036951,0.0
2012036952,0.0
2012036953,0.0
2012036955,0.0
2012036956,10.0
2012036957,21.0
2012036958,3.0
2012036959,4.0
2012036960,2.0
2012036961,1.0
2012036962,9.0
2012036963,45.0
2012036965,0.0
2012036966,2.0
2012036967,2.0
2012036968,5.0
2012036969,4.0
2012036970,1.0
2012036972,5.0
2012036973,1.0
2012036974,2.0
2012036975,12.0
2012036976,7.0
2012036977,48.0
2012036980,2.0
2012036982,60.0
2012036983,45.0
2012036984,14.0
2012036985,0.0
2012036988,0.0
2012036989,48.0
2012036990,2.0
2012036992,1.0
2012036993,0.0
2012036994,13.0
2012036995,5.0
2012036997,0.0
2012036998,16.0
2012036999,10.0
2012037000,1.0
2012037002,14.0
2012037004,42.0
2012037005,0.0
2012037006,22.0
2012037007,5.0
2012037224,12.0
2012037226,0.0
2012037227,1.0
2012037228,6.0
2012037229,3.0
2012037230,4.0
2012037231,2.0
2012037232,12.0
2012037335,0.0
2012037382,3.0
2012037383,0.0
2012037384,1.0
2012037385,2.0
2012037387,0.0
2012037388,1.0
2012037389,15.0
2012037390,15.0
2012037392,0.0
2012037393,0.0
2012037394,17.0
2012037395,2.0
2012037396,15.0
2012037397,0.0
2012037398,2.0
2012037399,13.0
2012037400,1.0
2012037401,15.0
2012037402,4.0
2012037403,38.0
2012037404,10.0
2012037407,5.0
2012037408,3.0
2012037409,5.0
2012037410,0.0
2012037412,18.0
2012037413,1.0
2012037415,5.0
2012037416,10.0
2012037418,17.0
2012037419,0.0
2012037420,0.0
2012037479,2.0
2012037480,3.0
2012037582,16.0
2012037694,4.0
2012037695,60.0
2012037698,19.0
2012037699,12.0
2012037700,2.0
2012037701,2.0
2012037703,45.0
2012037752,5.0
2012038162,0.0
2012038261,2.0
2012038411,2.0
2012038412,12.0
2012038418,4.0
2012038536,3.0
2012038537,5.0
2012038540,7.0
2012038541,0.0
2012038542,3.0
2012038543,6.0
2012038544,0.0
2012038548,15.0
2012038550,0.0
2012038834,0.0
2012038888,0.0
2012038935,0.0
2012038936,19.0
2012039040,4.0
2012039241,2.0
2012039243,5.0
2012039404,3.0
2012039584,10.0
2012039585,0.0
2012039587,4.0
2012039588,5.0
2012039697,5.0
2012039698,4.0
2012039750,42.0
2012039820,0.0
2012039821,6.0
2012039822,4.0
2012039823,4.0
2012039824,2.0
2012039825,14.0
2012039827,0.0
2012039828,8.0
2012039829,0.0
2012039830,16.0
2012039833,5.0
2012039834,12.0
2012039835,6.0
2012040541,2.0
2012040542,3.0
2012040543,3.0
2012040544,3.0
2012040546,2.0
2012040548,1.0
2012040552,10.0
2012040799,5.0
2012040800,2.0
2012040801,3.0
2012040804,2.0
2012040805,2.0
2012040806,15.0
2012040981,2.0
2012040982,3.0
2012040983,4.0
2012040984,2.0
2012040985,12.0
2012040986,1.0
2012040988,28.0
2012040989,17.0
2012041193,8.0
2012041194,3.0
2012041328,2.0
2012041329,37.0
2012041330,3.0
2012041331,3.0
2012041332,5.0
2012041333,0.0
2012041334,16.0
2012041335,1.0
2012041336,5.0
2012041337,0.0
2012041338,1.0
2012041340,2.0
2012041342,2.0
2012041343,6.0
2012041344,8.0
2012041464,6.0
2012041465,1.0
2012041466,2.0
2012041467,8.0
2012041469,0.0
2012041470,0.0
2012041472,2.0
2012041473,1.0
2012041474,4.0
2012041475,1.0
2012041476,34.0
2012041477,15.0
2012041479,26.0
2012041480,4.0
2012041482,2.0
2012041483,1.0
2012041484,11.0
2012041486,2.0
2012041487,6.0
2012041494,8.0
2012041495,0.0
2012041496,6.0
2012041497,14.0
2012041498,1.0
2012041499,2.0
2012041500,5.0
2012041501,4.0
2012041502,8.0
2012041505,11.0
2012041507,7.0
2012041509,30.0
2012041510,15.0
2012041511,3.0
2012041512,19.0
2012041513,2.0
2012041514,1.0
2012041516,6.0
2012041517,13.0
2012041519,0.0
2012041520,1.0
2012041522,43.0
2012041523,9.0
2012041524,3.0
2012041525,0.0
2012041526,1.0
2012041529,10.0
2012041530,9.0
2012041531,0.0
2012041533,2.0
2012041534,0.0
2012041535,2.0
2012041537,14.0
2012041538,9.0
2012041539,0.0
2012041540,23.0
2012041541,10.0
2012041542,0.0
2012041543,0.0
2012041544,7.0
2012041545,2.0
2012041546,2.0
2012041547,1.0
2012041548,70.0
2012041549,0.0
2012041550,0.0
2012041551,6.0
2012041552,2.0
2012041553,4.0
2012041554,2.0
2012041555,2.0
2012041556,0.0
2012041557,10.0
2012041559,10.0
2012041561,0.0
2012041562,0.0
2012041563,10.0
2012041564,7.0
2012041565,5.0
2012041567,1.0
2012041569,6.0
2012041571,5.0
2012041573,2.0
2012041574,0.0
2012041575,0.0
2012041576,2.0
2012041577,1.0
2012041578,5.0
2012041579,0.0
2012041580,2.0
2012041581,7.0
2012041584,0.0
2012041585,5.0
2012041586,0.0
2012041588,0.0
2012041590,0.0
2012041591,0.0
2012041592,2.0
2012041593,0.0
2012041594,1.0
2012041595,7.0
2012041596,6.0
2012041599,3.0
2012041600,5.0
2012041601,10.0
2012041602,0.0
2012041603,4.0
2012041605,0.0
2012041608,20.0
2012041609,7.0
2012041611,0.0
2012041612,6.0
2012041614,75.0
2012041616,11.0
2012041617,0.0
2012041618,7.0
2012041619,2.0
2012041620,0.0
2012041621,23.0
2012041622,15.0
2012041623,1.0
2012041624,0.0
2012041625,0.0
2012041626,2.0
2012041627,5.0
2012041628,25.0
2012041629,1.0
2012041630,5.0
2012041631,0.0
2012041632,7.0
2012041633,42.0
2012041634,8.0
2012041635,0.0
2012041636,4.0
2012041638,18.0
2012041639,57.0
