CRN,RES_TM_min
2014006839,3.0
2014006840,14.0
2014006841,4.0
2014006842,22.0
2014006843,16.0
2014006844,5.0
2014006845,0.0
2014006846,8.0
2014006847,2.0
2014006849,35.0
2014006850,6.0
2014006851,4.0
2014006852,7.0
2014006853,32.0
2014006854,3.0
2014006855,16.0
2014006856,5.0
2014006857,5.0
2014006859,0.0
2014006860,3.0
2014006861,7.0
2014006862,7.0
2014006863,0.0
2014006864,8.0
2014006865,1.0
2014006866,5.0
2014006867,8.0
2014006868,5.0
2014006869,4.0
2014006870,10.0
2014006871,0.0
2014006873,2.0
2014006874,15.0
2014006875,4.0
2014006876,18.0
2014006877,2.0
2014006879,9.0
2014006880,2.0
2014006881,0.0
2014006883,18.0
2014006885,1.0
2014006886,3.0
2014006887,5.0
2014006888,5.0
2014006889,0.0
2014006891,3.0
2014006892,4.0
2014006893,0.0
2014006894,6.0
2014006895,1.0
2014006896,5.0
2014006898,5.0
2014006899,3.0
2014006900,0.0
2014006901,7.0
2014006902,1.0
2014006903,0.0
2014006905,10.0
2014006907,9.0
2014006908,6.0
2014006909,0.0
2014006911,2.0
2014006912,2.0
2014006913,7.0
2014006914,0.0
2014006915,5.0
2014006916,11.0
2014006917,8.0
2014006919,5.0
2014006921,0.0
2014006922,5.0
2014007000,0.0
2014007002,0.0
2014007005,0.0
2014007249,7.0
2014007541,0.0
2014008172,6.0
2014008293,8.0
2014008295,0.0
2014008296,5.0
2014008297,8.0
2014008298,21.0
2014008299,29.0
2014008300,12.0
2014008301,3.0
2014008303,15.0
2014009589,4.0
2014009627,1.0
2014009628,12.0
2014009629,10.0
2014009630,2.0
2014009631,0.0
2014009632,6.0
2014009633,4.0
2014009634,2.0
2014009635,6.0
2014009637,4.0
2014009638,7.0
2014009639,38.0
2014009653,4.0
2014009654,2.0
2014009655,2.0
2014009656,6.0
2014009658,10.0
2014009659,5.0
2014009660,5.0
2014009661,7.0
2014009664,2.0
2014009665,5.0
2014009666,1.0
2014009667,0.0
2014009669,6.0
2014009671,6.0
2014009672,5.0
2014009673,3.0
2014009674,4.0
2014009675,10.0
2014009676,4.0
2014009677,14.0
2014009678,10.0
2014009679,14.0
2014009680,6.0
2014009681,11.0
2014009682,2.0
2014009683,6.0
2014009684,8.0
2014009685,4.0
2014009686,5.0
2014009687,2.0
2014009688,10.0
2014009690,0.0
2014009691,7.0
2014009692,45.0
2014009694,7.0
2014009695,6.0
2014009696,6.0
2014009697,2.0
2014009698,6.0
2014009699,6.0
2014009700,1.0
2014009701,0.0
2014009702,3.0
2014009703,6.0
2014009704,12.0
2014009705,5.0
2014009706,6.0
2014009707,15.0
2014009708,6.0
2014009709,11.0
2014009710,2.0
2014009711,2.0
2014009712,12.0
2014009713,3.0
2014009714,5.0
2014009716,5.0
2014009717,3.0
2014009718,1.0
2014009719,4.0
2014009720,15.0
2014009721,34.0
2014009722,5.0
2014009723,4.0
2014009724,5.0
2014009725,3.0
2014009726,2.0
2014009727,9.0
2014009728,2.0
2014009729,3.0
2014009734,9.0
2014009735,6.0
2014009737,4.0
2014009738,2.0
2014009739,6.0
2014009740,9.0
2014009741,11.0
2014009742,11.0
2014009743,0.0
2014009745,4.0
2014009746,5.0
2014009747,2.0
2014009748,5.0
2014009749,6.0
2014009750,2.0
2014009751,3.0
2014009752,4.0
2014009754,5.0
2014009755,12.0
2014009756,7.0
2014009757,7.0
2014009758,2.0
2014009759,5.0
2014009760,8.0
2014009761,3.0
2014009762,17.0
2014009764,4.0
2014009765,37.0
2014009766,5.0
2014009767,15.0
2014009768,4.0
2014009770,3.0
2014009771,2.0
2014009774,2.0
2014009775,8.0
2014009776,3.0
2014009777,4.0
2014009778,5.0
2014009779,2.0
2014009780,2.0
2014009781,5.0
2014009782,4.0
2014009783,2.0
2014009784,39.0
2014009785,8.0
2014009787,7.0
2014009788,3.0
2014009789,7.0
2014009790,5.0
2014009791,1.0
2014009792,10.0
2014009793,15.0
2014009794,6.0
2014009795,0.0
2014009796,5.0
2014009797,4.0
2014009798,9.0
2014009799,0.0
2014009800,5.0
2014009803,6.0
2014009804,2.0
2014009805,6.0
2014009806,19.0
2014009807,5.0
2014009808,1.0
2014009809,0.0
2014009810,6.0
2014009812,6.0
2014009813,6.0
2014009814,10.0
2014009815,4.0
2014009816,5.0
2014009817,40.0
2014009818,1.0
2014009819,4.0
2014009820,3.0
2014009823,6.0
2014009825,1.0
2014009826,12.0
2014009827,4.0
2014009828,3.0
2014009829,8.0
2014009832,1.0
2014009833,1.0
2014009834,2.0
2014009835,3.0
2014009836,2.0
2014009837,2.0
2014009838,12.0
2014009839,3.0
2014009840,13.0
2014009841,1.0
2014009842,9.0
2014009843,11.0
2014009844,9.0
2014009845,4.0
2014009846,1.0
2014009848,0.0
2014009849,13.0
2014009850,0.0
2014009851,2.0
2014009852,3.0
2014009853,1.0
2014009854,9.0
2014009855,15.0
2014009856,6.0
2014009857,10.0
2014009858,5.0
2014009859,6.0
2014009861,7.0
2014009862,2.0
2014009863,15.0
2014009864,7.0
2014009865,1.0
2014009866,1.0
2014009868,3.0
2014009869,5.0
2014009870,20.0
2014009871,10.0
2014009872,4.0
2014009873,4.0
2014009874,1.0
2014009875,1.0
2014009876,3.0
2014009877,9.0
2014009878,1.0
2014009947,7.0
2014009948,9.0
2014009949,7.0
2014009950,0.0
2014009951,16.0
2014010174,8.0
2014010177,9.0
2014010178,9.0
2014010179,6.0
2014010181,10.0
2014010185,24.0
2014010187,12.0
2014010188,6.0
2014010192,0.0
2014010194,5.0
2014010195,0.0
2014010289,36.0
2014010347,3.0
2014010348,4.0
2014010349,4.0
2014010350,3.0
2014010351,10.0
2014010371,5.0
2014010372,7.0
2014010373,5.0
2014010374,2.0
2014010375,5.0
2014010376,18.0
2014010377,10.0
2014010378,2.0
2014010492,27.0
2014010495,9.0
2014010498,8.0
2014010500,5.0
2014010501,14.0
2014010502,0.0
2014010503,3.0
2014010530,0.0
2014010608,2.0
2014011628,0.0
2014011757,5.0
2014012140,2.0
2014012141,14.0
2014012142,3.0
2014012144,0.0
2014012145,7.0
2014012146,13.0
2014012147,0.0
2014012148,3.0
2014012150,45.0
2014012332,20.0
2014012682,9.0
2014012683,7.0
2014012684,21.0
2014012685,17.0
2014012686,2.0
2014012688,1.0
2014012689,6.0
2014012690,11.0
2014012691,3.0
2014012692,2.0
2014012768,0.0
2014013017,8.0
2014013019,6.0
2014013020,12.0
2014013022,5.0
2014013023,3.0
2014013024,0.0
2014013025,1.0
2014013026,1.0
2014013027,5.0
2014013028,6.0
2014013029,7.0
2014013030,0.0
2014013031,0.0
2014013032,0.0
2014013033,8.0
2014013034,9.0
2014013035,4.0
2014013036,4.0
2014013037,8.0
2014013038,0.0
2014013039,28.0
2014013040,2.0
2014013041,5.0
2014013042,2.0
2014013044,2.0
2014013045,10.0
2014013046,12.0
2014013047,6.0
2014013048,8.0
2014013049,10.0
2014013050,1.0
2014013052,4.0
2014013054,0.0
2014013055,1.0
2014013056,7.0
2014013058,3.0
2014013059,3.0
2014013060,5.0
2014013061,14.0
2014013062,4.0
2014013063,10.0
2014013065,2.0
2014013066,2.0
2014013067,5.0
2014013068,3.0
2014013069,7.0
2014013070,7.0
2014013071,5.0
2014013072,2.0
2014013073,0.0
2014013074,3.0
2014013075,3.0
2014013076,1.0
2014013077,9.0
2014013078,5.0
2014013079,5.0
2014013080,3.0
2014013083,6.0
2014013084,8.0
2014013085,3.0
2014013086,5.0
2014013087,9.0
2014013088,2.0
2014013089,1.0
2014013090,5.0
2014013091,6.0
2014013094,1.0
2014013095,9.0
2014013096,10.0
2014013097,3.0
2014013098,7.0
2014013099,2.0
2014013100,20.0
2014013101,3.0
2014013103,10.0
2014013104,6.0
2014013105,0.0
2014013106,3.0
2014013107,5.0
2014013108,7.0
2014013109,4.0
2014013110,17.0
2014013111,3.0
2014013112,2.0
2014013114,0.0
2014013115,10.0
2014013116,10.0
2014013117,0.0
2014013118,0.0
2014013119,5.0
2014013121,0.0
2014013122,8.0
2014013123,5.0
2014013124,2.0
2014013125,26.0
2014013126,10.0
2014013127,8.0
2014013128,20.0
2014013129,3.0
2014013130,7.0
2014013132,23.0
2014013133,4.0
2014013134,6.0
2014013135,4.0
2014013136,2.0
2014013137,2.0
2014013138,9.0
2014013140,15.0
2014013142,0.0
2014013143,6.0
2014013144,1.0
2014013146,8.0
2014013147,5.0
2014013149,5.0
2014013151,4.0
2014013152,4.0
2014013153,0.0
2014013154,0.0
2014013155,8.0
2014013156,15.0
2014013157,5.0
2014013158,3.0
2014013159,5.0
2014013160,7.0
2014013162,8.0
2014013163,4.0
2014013164,5.0
2014013165,5.0
2014013166,5.0
2014013167,3.0
2014013168,5.0
2014013169,1.0
2014013170,14.0
2014013171,5.0
2014013172,5.0
2014013174,5.0
2014013175,2.0
2014013176,25.0
2014013177,4.0
2014013178,11.0
2014013180,2.0
2014013281,6.0
2014013283,12.0
2014013287,0.0
2014013288,21.0
2014013291,15.0
2014013292,7.0
2014013293,24.0
2014013294,11.0
2014013477,2.0
2014013539,10.0
2014013541,45.0
2014013543,7.0
2014013544,8.0
2014013546,6.0
2014013547,8.0
2014013548,5.0
2014013549,22.0
2014013550,4.0
2014013551,2.0
2014013552,3.0
2014013553,5.0
2014013555,0.0
2014013556,7.0
2014013557,2.0
2014013558,3.0
2014013559,8.0
2014013561,5.0
2014013562,3.0
2014013563,3.0
2014013564,1.0
2014013565,0.0
2014013566,16.0
2014013567,2.0
2014013568,4.0
2014013569,1.0
2014013575,6.0
2014013576,0.0
2014013577,0.0
2014013578,3.0
2014013579,3.0
2014013580,3.0
2014013581,0.0
2014013582,0.0
2014013583,5.0
2014013584,2.0
2014013586,4.0
2014013587,2.0
2014013588,2.0
2014013589,0.0
2014013591,4.0
2014013594,4.0
2014013595,14.0
2014013597,2.0
2014013722,6.0
2014014522,3.0
2014014606,20.0
2014014607,17.0
2014014608,0.0
2014014674,9.0
2014014675,20.0
2014014676,1.0
2014014677,8.0
2014014678,8.0
2014014680,20.0
2014014681,20.0
2014015171,13.0
2014015173,0.0
2014015229,0.0
2014015230,0.0
2014015231,3.0
2014016057,15.0
2014016102,3.0
2014016103,14.0
2014016104,0.0
2014016105,12.0
2014016106,0.0
2014016108,7.0
2014016109,1.0
2014016110,0.0
2014016111,1.0
2014016112,8.0
2014016115,2.0
2014016117,15.0
2014016118,0.0
2014016119,5.0
2014016120,5.0
2014016121,6.0
2014016122,30.0
2014016123,7.0
2014016124,2.0
2014016125,5.0
2014016126,0.0
2014016127,4.0
2014016129,5.0
2014016130,0.0
2014016131,3.0
2014016132,20.0
2014016133,9.0
2014016134,5.0
2014016135,3.0
2014016137,28.0
2014016138,4.0
2014016139,4.0
2014016140,12.0
2014016142,2.0
2014016143,3.0
2014016144,6.0
2014016145,4.0
2014016146,0.0
2014016147,10.0
2014016148,5.0
2014016149,6.0
2014016150,6.0
2014016151,3.0
2014016152,0.0
2014016153,0.0
2014016154,1.0
2014016155,7.0
2014016156,6.0
2014016157,3.0
2014016158,2.0
2014016159,7.0
2014016160,2.0
2014016161,5.0
2014016162,5.0
2014016163,2.0
2014016165,1.0
2014016166,2.0
2014016167,4.0
2014016168,4.0
2014016169,1.0
2014016170,4.0
2014016171,0.0
2014016172,5.0
2014016173,15.0
2014016174,4.0
2014016176,2.0
2014016178,10.0
2014016179,8.0
2014016180,5.0
2014016247,0.0
2014016248,4.0
2014016249,8.0
2014016456,33.0
2014016458,6.0
2014016460,0.0
2014016461,6.0
2014016462,5.0
2014016464,0.0
2014016468,11.0
2014016469,0.0
2014016471,17.0
2014016473,3.0
2014016475,9.0
2014016476,12.0
2014016478,0.0
2014016479,3.0
2014016482,18.0
2014016484,7.0
2014016485,5.0
2014016833,15.0
2014016921,5.0
2014016922,7.0
2014016923,8.0
2014016924,1.0
2014016925,2.0
2014016926,0.0
2014016927,2.0
2014016928,10.0
2014016929,6.0
2014016930,4.0
2014016931,10.0
2014016932,2.0
2014016934,3.0
2014016935,0.0
2014016936,5.0
2014016938,1.0
2014016940,7.0
2014016942,4.0
2014016943,4.0
2014016944,3.0
2014016947,3.0
2014016948,6.0
2014016949,3.0
2014016950,0.0
2014016951,5.0
2014016952,3.0
2014016953,2.0
2014016954,2.0
2014016955,2.0
2014016956,9.0
2014016957,3.0
2014016958,0.0
2014016959,1.0
2014016960,2.0
2014016961,3.0
2014016962,5.0
2014016964,6.0
2014016965,6.0
2014016966,3.0
2014016968,2.0
2014016969,3.0
2014016970,0.0
2014016971,4.0
2014016972,8.0
2014016973,4.0
2014016974,2.0
2014017004,3.0
2014017006,4.0
2014017018,3.0
2014017029,5.0
2014017125,35.0
2014017126,25.0
2014017127,12.0
2014017995,0.0
2014018193,10.0
2014018194,0.0
2014018195,6.0
2014018197,4.0
2014018199,0.0
2014018201,0.0
2014018203,36.0
2014018204,5.0
2014018446,5.0
2014018471,25.0
2014018526,3.0
2014018667,10.0
2014018738,11.0
2014018739,26.0
2014018740,7.0
2014018741,10.0
2014018819,2.0
2014019081,2.0
2014019085,1.0
2014019086,8.0
2014019087,2.0
2014019089,3.0
2014019090,2.0
2014019091,6.0
2014019092,3.0
2014019093,1.0
2014019095,11.0
2014019097,6.0
2014019098,1.0
2014019099,11.0
2014019100,7.0
2014019101,3.0
2014019103,4.0
2014019104,10.0
2014019105,5.0
2014019106,12.0
2014019107,12.0
2014019108,1.0
2014019109,11.0
2014019111,7.0
2014019112,7.0
2014019113,5.0
2014019117,5.0
2014019118,5.0
2014019119,0.0
2014019120,8.0
2014019121,1.0
2014019123,0.0
2014019124,2.0
2014019125,2.0
2014019126,5.0
2014019127,5.0
2014019128,3.0
2014019129,10.0
2014019131,8.0
2014019132,6.0
2014019134,5.0
2014019135,4.0
2014019136,0.0
2014019137,4.0
2014019138,10.0
2014019139,2.0
2014019140,4.0
2014019141,1.0
2014019142,2.0
2014019143,4.0
2014019144,2.0
2014019145,0.0
2014019147,4.0
2014019148,4.0
2014019149,3.0
2014019150,0.0
2014019151,11.0
2014019152,5.0
2014019153,3.0
2014019154,7.0
2014019155,5.0
2014019156,10.0
2014019157,2.0
2014019158,0.0
2014019159,2.0
2014019160,15.0
2014019161,4.0
2014019367,0.0
2014019368,3.0
2014019370,13.0
2014019371,0.0
2014019372,16.0
2014019373,39.0
2014019451,8.0
2014019927,0.0
2014019958,10.0
2014019959,0.0
2014019965,16.0
2014020018,6.0
2014020020,6.0
2014020021,24.0
2014020022,7.0
2014020023,0.0
2014020026,8.0
2014020027,26.0
2014020028,25.0
2014020030,0.0
2014020031,9.0
2014020034,24.0
2014020035,8.0
2014020677,0.0
2014020678,2.0
2014020679,11.0
2014020680,18.0
2014020681,23.0
2014020682,13.0
2014020683,12.0
2014020684,0.0
2014020685,0.0
2014020687,26.0
2014020689,15.0
2014021124,10.0
2014021125,15.0
2014021126,0.0
2014021539,0.0
2014021540,3.0
2014021543,2.0
2014021544,3.0
2014021545,2.0
2014021546,4.0
2014021547,5.0
2014021548,1.0
2014021549,2.0
2014021550,1.0
2014021551,0.0
2014021552,5.0
2014021553,10.0
2014021554,7.0
2014021555,36.0
2014021556,9.0
2014021557,4.0
2014021559,10.0
2014021560,0.0
2014021561,4.0
2014021563,1.0
2014021564,5.0
2014021565,3.0
2014021567,15.0
2014021569,0.0
2014021570,3.0
2014021571,8.0
2014021572,10.0
2014021574,4.0
2014021575,11.0
2014021576,0.0
2014021654,7.0
2014021655,16.0
2014021656,6.0
2014022099,24.0
2014022413,3.0
2014022456,8.0
2014022461,4.0
2014022582,5.0
2014022584,27.0
2014022585,0.0
2014022770,4.0
2014022774,3.0
2014022780,3.0
2014022783,1.0
2014022791,5.0
2014022792,3.0
2014022827,5.0
2014022828,28.0
2014022829,1.0
2014022831,17.0
2014022839,8.0
2014022842,0.0
2014023088,3.0
2014023340,0.0
2014023737,9.0
2014023738,6.0
2014023739,12.0
2014024028,0.0
2014024279,0.0
2014024355,5.0
2014024357,8.0
2014024362,5.0
2014024363,30.0
2014024467,1.0
2014024555,5.0
2014024748,2.0
2014024749,8.0
2014024750,0.0
2014024751,17.0
2014024752,13.0
2014024757,0.0
2014024759,18.0
2014024761,5.0
2014024763,17.0
2014024764,12.0
2014024765,3.0
2014024767,23.0
2014024880,3.0
2014024885,15.0
2014024899,0.0
2014024900,1.0
2014024973,9.0
2014024974,0.0
2014024976,0.0
2014024977,0.0
2014025142,40.0
2014025270,9.0
2014025271,7.0
2014025272,3.0
2014025275,0.0
2014025276,7.0
2014025277,2.0
2014025278,4.0
2014025280,3.0
2014025282,8.0
2014025283,18.0
2014025284,4.0
2014025285,20.0
2014025286,6.0
2014025287,7.0
2014025288,0.0
2014025289,3.0
2014025290,3.0
2014025291,3.0
2014025292,17.0
2014025293,4.0
2014025294,2.0
2014025295,0.0
2014025296,0.0
2014025297,7.0
2014025298,5.0
2014025299,10.0
2014025300,11.0
2014025301,5.0
2014025302,4.0
2014025303,4.0
2014025305,13.0
2014025306,10.0
2014025307,12.0
2014025308,2.0
2014025309,12.0
2014025310,10.0
2014025311,3.0
2014025312,1.0
2014025313,0.0
2014025314,4.0
2014025315,6.0
2014025316,1.0
2014025317,1.0
2014025318,2.0
2014025319,1.0
2014025322,10.0
2014025323,10.0
2014025325,10.0
2014025326,5.0
2014025327,4.0
2014025328,8.0
2014025330,3.0
2014025331,0.0
2014025332,3.0
2014025333,2.0
2014025334,2.0
2014025335,10.0
2014025336,5.0
2014025337,3.0
2014025338,10.0
2014025339,0.0
2014025340,0.0
2014025341,3.0
2014025342,0.0
2014025344,0.0
2014025345,10.0
2014025346,4.0
2014025347,5.0
2014025348,2.0
2014025349,0.0
2014025350,8.0
2014025351,0.0
2014025352,2.0
2014025353,5.0
2014025354,3.0
2014025355,8.0
2014025357,6.0
2014025361,5.0
2014025362,7.0
2014025363,3.0
2014025364,2.0
2014025365,1.0
2014025367,4.0
2014025368,5.0
2014025370,2.0
2014025371,11.0
2014025373,1.0
2014025374,8.0
2014025375,2.0
2014025376,2.0
2014025377,5.0
2014025378,2.0
2014025379,30.0
2014025382,12.0
2014025383,4.0
2014025384,2.0
2014025385,2.0
2014025386,1.0
2014025388,3.0
2014025389,13.0
2014025390,5.0
2014025391,4.0
2014025394,5.0
2014025395,2.0
2014025396,5.0
2014025397,5.0
2014025398,8.0
2014025399,5.0
2014025401,4.0
2014025402,15.0
2014025405,0.0
2014025406,5.0
2014025407,6.0
2014025409,2.0
2014025410,8.0
2014025411,5.0
2014025412,5.0
2014025413,5.0
2014025414,8.0
2014025415,1.0
2014025416,2.0
2014025417,2.0
2014025418,4.0
2014025420,8.0
2014025421,18.0
2014025422,25.0
2014025423,3.0
2014025424,4.0
2014025425,5.0
2014025426,5.0
2014025427,7.0
2014025430,1.0
2014025431,2.0
2014025432,3.0
2014025433,13.0
2014025434,20.0
2014025435,10.0
2014025436,39.0
2014025479,15.0
2014025481,12.0
2014025482,0.0
2014025483,3.0
2014025484,10.0
2014025485,10.0
2014025486,1.0
2014025487,4.0
2014025488,29.0
2014025489,0.0
2014025490,0.0
2014025491,8.0
2014025492,0.0
2014025493,5.0
2014025494,4.0
2014025495,2.0
2014025496,4.0
2014025497,2.0
2014025498,0.0
2014025499,3.0
2014025500,7.0
2014025501,18.0
2014025503,1.0
2014025504,10.0
2014025505,3.0
2014025506,20.0
2014025507,6.0
2014025508,6.0
2014025510,9.0
2014025512,2.0
2014025513,2.0
2014025514,2.0
2014025515,0.0
2014025516,1.0
2014025517,4.0
2014025518,4.0
2014025519,8.0
2014025520,8.0
2014025521,1.0
2014025522,10.0
2014025523,2.0
2014025524,2.0
2014025526,6.0
2014025528,0.0
2014025531,5.0
2014025532,0.0
2014025533,6.0
2014025535,8.0
2014025536,3.0
2014025537,5.0
2014025539,0.0
2014025540,4.0
2014025541,8.0
2014025544,3.0
2014025545,6.0
2014025546,0.0
2014025547,11.0
2014025549,0.0
2014025550,5.0
2014025551,2.0
2014025552,0.0
2014025553,0.0
2014025554,0.0
2014025555,15.0
2014025556,8.0
2014025557,6.0
2014025606,4.0
2014025607,0.0
2014025608,11.0
2014025609,7.0
2014025612,17.0
2014025831,0.0
2014025850,3.0
2014025857,2.0
2014025858,2.0
2014025859,33.0
2014025860,26.0
2014025861,14.0
2014025862,1.0
2014025863,5.0
2014025864,5.0
2014025865,6.0
2014025867,3.0
2014025868,0.0
2014025869,6.0
2014025871,17.0
2014025873,1.0
2014025874,8.0
2014025877,1.0
2014025878,0.0
2014025879,5.0
2014025880,15.0
2014025881,6.0
2014025883,3.0
2014025885,5.0
2014025886,10.0
2014025887,7.0
2014025889,10.0
2014025890,4.0
2014025891,14.0
2014025892,4.0
2014025893,10.0
2014025894,5.0
2014025895,5.0
2014025896,5.0
2014025897,5.0
2014025898,30.0
2014025899,0.0
2014025900,8.0
2014025901,0.0
2014025929,4.0
2014025931,5.0
2014026024,12.0
2014026025,17.0
2014026026,6.0
2014026919,4.0
2014026985,5.0
2014026986,0.0
2014026987,6.0
2014026988,20.0
2014026990,9.0
2014026991,28.0
2014026992,4.0
2014026993,10.0
2014026994,16.0
2014026996,3.0
2014026997,13.0
2014027308,18.0
2014027387,40.0
2014027688,2.0
2014027689,0.0
2014027691,6.0
2014027693,0.0
2014027694,0.0
2014027695,2.0
2014027696,2.0
2014027697,12.0
2014027698,9.0
2014027699,2.0
2014027700,0.0
2014027701,7.0
2014027702,20.0
2014027703,2.0
2014027704,1.0
2014027705,3.0
2014027706,2.0
2014027707,0.0
2014027708,3.0
2014027709,1.0
2014027710,2.0
2014027711,15.0
2014027713,5.0
2014027714,0.0
2014027715,11.0
2014027716,13.0
2014027955,5.0
2014027956,8.0
2014027959,0.0
2014027961,6.0
2014027963,11.0
2014027964,4.0
2014028037,1.0
2014028051,0.0
2014028052,3.0
2014028053,0.0
2014028054,7.0
2014028057,2.0
2014028058,4.0
2014028059,7.0
2014028060,5.0
2014028061,3.0
2014028063,34.0
2014028064,2.0
2014028065,21.0
2014028067,3.0
2014028068,15.0
2014028070,10.0
2014028073,0.0
2014028074,2.0
2014028075,1.0
2014028076,6.0
2014028077,2.0
2014028078,6.0
2014028079,4.0
2014028082,0.0
2014028149,8.0
2014028150,21.0
2014028216,12.0
2014028469,5.0
2014029191,5.0
2014029193,0.0
2014029194,0.0
2014029195,6.0
2014029197,9.0
2014029198,8.0
2014029201,7.0
2014029202,8.0
2014029203,13.0
2014029204,9.0
2014029231,25.0
2014029396,0.0
2014029424,0.0
2014029438,6.0
2014029490,0.0
2014029491,0.0
2014029515,3.0
2014029544,0.0
2014029545,10.0
2014029546,7.0
2014029613,14.0
2014029813,8.0
2014029815,10.0
2014029817,6.0
2014029818,8.0
2014029819,4.0
2014029820,2.0
2014029821,4.0
2014029822,0.0
2014029823,5.0
2014029825,2.0
2014029826,1.0
2014029827,0.0
2014029828,2.0
2014029829,8.0
2014029830,7.0
2014029831,15.0
2014029832,2.0
2014029833,0.0
2014029834,6.0
2014029835,2.0
2014029836,5.0
2014029837,2.0
2014029838,8.0
2014029839,8.0
2014029840,19.0
2014029841,5.0
2014029843,19.0
2014029844,6.0
2014029845,2.0
2014029846,2.0
2014029847,2.0
2014029849,13.0
2014029850,9.0
2014029852,5.0
2014029853,10.0
2014029854,3.0
2014029855,5.0
2014029857,2.0
2014029858,5.0
2014029859,1.0
2014029860,6.0
2014029861,2.0
2014029862,2.0
2014029863,1.0
2014029864,0.0
2014029866,10.0
2014029867,3.0
2014029868,17.0
2014029869,5.0
2014029870,12.0
2014029871,4.0
2014029872,5.0
2014029874,0.0
2014029875,8.0
2014029876,10.0
2014029877,7.0
2014029878,3.0
2014029879,3.0
2014029880,12.0
2014029881,12.0
2014029884,0.0
2014029885,5.0
2014029887,7.0
2014029888,11.0
2014029889,0.0
2014029890,5.0
2014029891,10.0
2014029892,5.0
2014029893,7.0
2014029894,1.0
2014029895,10.0
2014029896,3.0
2014029897,2.0
2014029898,1.0
2014029899,8.0
2014029902,5.0
2014029903,0.0
2014029904,5.0
2014029905,0.0
2014029906,0.0
2014029907,9.0
2014029908,3.0
2014030256,1.0
2014030257,10.0
2014030258,6.0
2014030259,3.0
2014030260,6.0
2014030262,0.0
2014030263,7.0
2014030264,11.0
2014030265,6.0
2014030266,3.0
2014030267,3.0
2014030268,11.0
2014030270,21.0
2014030271,8.0
2014030272,5.0
2014030273,7.0
2014030274,20.0
2014030275,7.0
2014030276,4.0
2014030277,5.0
2014030279,7.0
2014030280,16.0
2014030281,12.0
2014030283,2.0
2014030284,0.0
2014030285,4.0
2014030286,0.0
2014030287,2.0
2014030288,0.0
2014030289,4.0
2014030290,5.0
2014030291,1.0
2014030292,8.0
2014030293,10.0
2014030295,2.0
2014030296,0.0
2014030297,10.0
2014030298,4.0
2014030299,7.0
2014030324,33.0
2014030325,7.0
2014030374,16.0
2014030375,0.0
2014030376,30.0
2014030379,8.0
2014030380,11.0
2014030381,17.0
2014030384,9.0
2014030385,9.0
2014030499,14.0
2014030518,22.0
2014030641,14.0
2014030642,7.0
2014030643,5.0
2014030644,4.0
2014031202,5.0
2014031210,2.0
2014031214,2.0
2014031285,5.0
2014031287,2.0
2014031400,6.0
2014031401,0.0
2014031403,9.0
2014031404,12.0
2014031405,0.0
2014031406,15.0
2014031407,0.0
2014031408,19.0
2014031409,11.0
2014031411,15.0
2014031568,20.0
2014031569,6.0
2014031586,4.0
2014031652,0.0
2014031735,25.0
2014031736,4.0
2014031737,12.0
2014031738,9.0
2014031740,18.0
2014031988,2.0
2014031992,2.0
2014031993,3.0
2014032006,3.0
2014032007,3.0
2014032009,2.0
2014032100,25.0
2014032205,8.0
2014032206,10.0
2014032208,0.0
2014032298,0.0
2014032325,0.0
2014032332,0.0
2014032333,6.0
2014032334,5.0
2014032335,6.0
2014032336,9.0
2014032337,12.0
2014032338,10.0
2014032339,5.0
2014032341,40.0
2014032342,0.0
2014032343,15.0
2014032344,5.0
2014032345,3.0
2014032346,10.0
2014032347,7.0
2014032348,4.0
2014032349,2.0
2014032350,5.0
2014032351,0.0
2014032352,3.0
2014032354,22.0
2014032357,2.0
2014032358,3.0
2014032359,5.0
2014032360,10.0
2014032361,9.0
2014032363,5.0
2014032364,4.0
2014032365,10.0
2014032367,5.0
2014032368,0.0
2014032369,5.0
2014032370,5.0
2014032371,0.0
2014032372,5.0
2014032373,2.0
2014032374,2.0
2014032375,7.0
2014032376,6.0
2014032378,0.0
2014032379,0.0
2014032380,0.0
2014032381,0.0
2014032382,1.0
2014032383,3.0
2014032384,28.0
2014032385,0.0
2014032386,2.0
2014032389,11.0
2014032390,3.0
2014032391,0.0
2014032392,4.0
2014032404,2.0
2014032405,0.0
2014032406,7.0
2014032407,0.0
2014032408,8.0
2014032409,1.0
2014032410,1.0
2014032411,6.0
2014032413,8.0
2014032414,14.0
2014032415,5.0
2014032416,13.0
2014032417,13.0
2014032418,8.0
2014032419,4.0
2014032420,0.0
2014032421,0.0
2014032423,4.0
2014032425,0.0
2014032426,1.0
2014032428,6.0
2014032429,3.0
2014032430,6.0
2014032432,3.0
2014032434,6.0
2014032435,3.0
2014032436,1.0
2014032437,10.0
2014032438,4.0
2014032439,0.0
2014032440,15.0
2014032441,21.0
2014032442,2.0
2014032443,10.0
2014032444,5.0
2014032445,11.0
2014032446,8.0
2014032447,7.0
2014032450,8.0
2014032451,4.0
2014032452,25.0
2014032453,5.0
2014032454,5.0
2014032456,20.0
2014032458,0.0
2014032459,8.0
2014032460,4.0
2014032461,3.0
2014032462,4.0
2014032463,5.0
2014032464,13.0
2014032465,5.0
2014032466,7.0
2014032467,4.0
2014032468,3.0
2014032469,1.0
2014032471,3.0
2014032472,7.0
2014032473,10.0
2014032474,7.0
2014032475,4.0
2014032476,5.0
