CRN,TOT_RES_TM_min
2011008451,12.0
2011008452,4.0
2011008453,1.0
2011008454,26.0
2011008457,4.0
2011008458,1.0
2011008459,0.0
2011008461,15.0
2011008462,25.0
2011008463,20.0
2011008464,30.0
2011008466,5.0
2011008468,16.0
2011008470,2.0
2011008473,23.0
2011008474,8.0
2011008476,8.0
2011008477,18.0
2011008478,12.0
2011008479,5.0
2011008480,9.0
2011008481,7.0
2011008483,10.0
2011008484,23.0
2011008486,40.0
2011008488,9.0
2011008489,12.0
2011008490,1.0
2011008491,12.0
2011008493,4.0
2011008494,4.0
2011008495,6.0
2011008496,5.0
2011008497,23.0
2011008498,17.0
2011008499,5.0
2011008500,33.0
2011008501,25.0
2011008502,10.0
2011008503,38.0
2011008505,67.0
2011008506,10.0
2011008507,20.0
2011008508,10.0
2011008509,3.0
2011008510,13.0
2011008511,12.0
2011008512,5.0
2011008514,5.0
2011008515,40.0
2011008516,10.0
2011008517,15.0
2011008518,6.0
2011008519,8.0
2011008520,15.0
2011008521,8.0
2011008522,3.0
2011008524,22.0
2011008526,3.0
2011008528,10.0
2011008529,10.0
2011008530,0.0
2011008531,18.0
2011008532,53.0
2011008533,10.0
2011008536,7.0
2011008537,8.0
2011008538,20.0
2011008807,8.0
2011008810,5.0
2011008812,11.0
2011008848,5.0
2011008849,30.0
2011008850,25.0
2011008851,20.0
2011008855,5.0
2011008858,2.0
2011008860,13.0
2011008862,10.0
2011008865,25.0
2011008870,5.0
2011008872,2.0
2011008873,25.0
2011008874,45.0
2011008875,2.0
2011008876,2.0
2011008877,5.0
2011008878,19.0
2011008879,10.0
2011008880,38.0
2011008881,3.0
2011008882,9.0
2011008883,10.0
2011008884,9.0
2011008885,10.0
2011008887,7.0
2011008888,15.0
2011008890,0.0
2011008891,2.0
2011008892,7.0
2011008894,41.0
2011008895,5.0
2011008896,5.0
2011008897,11.0
2011008898,9.0
2011008899,40.0
2011008900,15.0
2011008903,26.0
2011008904,3.0
2011008905,7.0
2011008907,1.0
2011008908,5.0
2011008910,3.0
2011008911,6.0
2011008912,1.0
2011009052,6.0
2011009156,3.0
2011009159,8.0
2011009161,25.0
2011009477,10.0
2011009753,10.0
2011009758,5.0
2011009780,7.0
2011009782,20.0
2011009783,20.0
2011009784,60.0
2011009787,15.0
2011009788,15.0
2011009790,22.0
2011009797,5.0
2011009798,3.0
2011009801,6.0
2011009809,8.0
2011009810,0.0
2011009812,0.0
2011009813,10.0
2011009814,10.0
2011009837,3.0
2011009840,1.0
2011009841,12.0
2011009843,5.0
2011009844,12.0
2011009846,4.0
2011009956,10.0
2011009958,2.0
2011009959,13.0
2011009960,8.0
2011009962,6.0
2011009963,19.0
2011009965,17.0
2011009968,5.0
2011009969,40.0
2011009970,3.0
2011009971,3.0
2011009972,16.0
2011009973,20.0
2011009974,20.0
2011009975,10.0
2011009976,15.0
2011009977,33.0
2011009978,16.0
2011009979,20.0
2011009982,30.0
2011009984,8.0
2011009985,9.0
2011009986,5.0
2011009987,38.0
2011009988,10.0
2011009989,88.0
2011009990,5.0
2011009991,6.0
2011009992,9.0
2011009995,4.0
2011009997,5.0
2011009998,17.0
2011009999,15.0
2011010000,21.0
2011010001,20.0
2011010003,0.0
2011010004,10.0
2011010005,39.0
2011010007,14.0
2011010008,5.0
2011010009,3.0
2011010010,5.0
2011010012,15.0
2011010016,10.0
2011010017,3.0
2011010018,0.0
2011010019,8.0
2011010020,3.0
2011010021,15.0
2011010022,22.0
2011010023,45.0
2011010024,5.0
2011010025,7.0
2011010026,14.0
2011010027,15.0
2011010028,3.0
2011010029,2.0
2011010032,15.0
2011010034,7.0
2011010035,0.0
2011010036,10.0
2011010037,8.0
2011010039,39.0
2011010041,4.0
2011010042,15.0
2011010043,26.0
2011010046,4.0
2011010047,16.0
2011010048,12.0
2011010049,50.0
2011010051,68.0
2011010052,62.0
2011010053,4.0
2011010054,8.0
2011010055,15.0
2011010058,3.0
2011010059,8.0
2011010186,0.0
2011010485,6.0
2011010588,16.0
2011010591,28.0
2011010600,5.0
2011010601,78.0
2011010605,3.0
2011010606,40.0
2011010607,24.0
2011010608,15.0
2011010609,25.0
2011010610,8.0
2011010611,47.0
2011010612,6.0
2011010613,50.0
2011010615,2.0
2011010616,15.0
2011010617,26.0
2011010618,16.0
2011010619,7.0
2011010620,0.0
2011011021,14.0
2011011023,4.0
2011011024,13.0
2011011025,14.0
2011011027,4.0
2011011029,11.0
2011011033,9.0
2011011034,0.0
2011011408,24.0
2011011410,4.0
2011011411,1.0
2011011415,9.0
2011011416,0.0
2011011614,52.0
2011011615,10.0
2011011749,19.0
2011012041,1.0
2011012043,6.0
2011012353,5.0
2011012361,0.0
2011012368,4.0
2011012375,2.0
2011012383,43.0
2011012796,46.0
2011013031,4.0
2011013032,7.0
2011013132,48.0
2011013137,17.0
2011013138,10.0
2011013139,10.0
2011013140,3.0
2011013154,13.0
2011013158,10.0
2011013159,15.0
2011013294,18.0
2011013295,3.0
2011013297,6.0
2011013298,10.0
2011013299,13.0
2011013301,24.0
2011013302,34.0
2011013304,32.0
2011013307,16.0
2011013308,13.0
2011013592,16.0
2011013593,18.0
2011013594,8.0
2011013596,7.0
2011013651,2.0
2011013734,16.0
2011013736,24.0
2011013737,22.0
2011013740,15.0
2011013742,16.0
2011013744,3.0
2011013745,24.0
2011014225,16.0
2011014558,10.0
2011014579,5.0
2011014847,0.0
2011015198,14.0
2011015201,46.0
2011015202,32.0
2011015203,16.0
2011015205,14.0
2011015208,20.0
2011015209,1.0
2011015212,13.0
2011015213,18.0
2011015214,11.0
2011015216,9.0
2011015430,45.0
2011015745,8.0
2011015752,25.0
2011015753,5.0
2011015790,4.0
2011015793,6.0
2011015800,7.0
2011015801,60.0
2011015802,3.0
2011015803,6.0
2011015804,2.0
2011015805,75.0
2011015806,6.0
2011015807,9.0
2011015808,7.0
2011015809,10.0
2011015811,7.0
2011015814,29.0
2011015815,4.0
2011015816,12.0
2011015827,4.0
2011015828,0.0
2011015829,10.0
2011015832,27.0
2011015834,8.0
2011015838,35.0
2011015840,4.0
2011015841,7.0
2011015842,18.0
2011015844,30.0
2011015845,16.0
2011015846,71.0
2011015847,15.0
2011015848,17.0
2011015849,15.0
2011015850,5.0
2011015851,7.0
2011015860,5.0
2011015861,11.0
2011015863,15.0
2011015864,5.0
2011015865,22.0
2011015866,6.0
2011015867,3.0
2011015893,3.0
2011015894,35.0
2011015895,91.0
2011015899,7.0
2011015900,22.0
2011015901,54.0
2011015902,11.0
2011015903,12.0
2011015904,2.0
2011015905,4.0
2011015906,7.0
2011015907,28.0
2011015908,13.0
2011015909,15.0
2011015910,5.0
2011015911,6.0
2011015912,16.0
2011015913,27.0
2011015914,10.0
2011015915,13.0
2011015916,45.0
2011015917,5.0
2011015918,15.0
2011015919,2.0
2011015920,25.0
2011015921,10.0
2011015922,8.0
2011015923,10.0
2011015924,10.0
2011015925,20.0
2011015926,9.0
2011015927,12.0
2011015929,16.0
2011015930,4.0
2011015933,22.0
2011015934,22.0
2011015935,41.0
2011015936,14.0
2011015937,15.0
2011015939,7.0
2011015940,6.0
2011015941,10.0
2011015942,12.0
2011015943,6.0
2011015944,5.0
2011015946,11.0
2011015947,34.0
2011015948,5.0
2011015950,5.0
2011015951,17.0
2011015952,0.0
2011015953,6.0
2011015956,9.0
2011015957,90.0
2011015958,4.0
2011015961,10.0
2011015962,2.0
2011015963,45.0
2011015964,8.0
2011015966,0.0
2011015967,20.0
2011015968,32.0
2011015970,5.0
2011015971,4.0
2011015973,19.0
2011015974,6.0
2011015975,11.0
2011015976,24.0
2011015977,45.0
2011015978,5.0
2011015979,15.0
2011015980,7.0
2011015981,2.0
2011015982,32.0
2011015983,10.0
2011015984,9.0
2011015985,10.0
2011015987,35.0
2011015988,25.0
2011015989,5.0
2011015990,20.0
2011015991,0.0
2011015992,8.0
2011015993,5.0
2011015994,0.0
2011015995,5.0
2011015996,16.0
2011015997,3.0
2011015999,75.0
2011016001,2.0
2011016002,20.0
2011016003,28.0
2011016004,7.0
2011016005,7.0
2011016006,0.0
2011016007,5.0
2011016008,40.0
2011016009,1.0
2011016010,90.0
2011016011,15.0
2011016012,9.0
2011016013,3.0
2011016014,8.0
2011016015,30.0
2011016016,10.0
2011016019,14.0
2011016022,25.0
2011016025,10.0
2011016026,55.0
2011016028,4.0
2011016195,13.0
2011016196,0.0
2011016207,0.0
2011016916,2.0
2011016920,8.0
2011016923,75.0
2011016924,10.0
2011016925,26.0
2011016926,7.0
2011016927,10.0
2011016928,6.0
2011016931,12.0
2011016932,9.0
2011016933,9.0
2011016934,9.0
2011016935,5.0
2011016936,13.0
2011016937,2.0
2011016939,37.0
2011016940,10.0
2011016942,5.0
2011016943,0.0
2011016944,2.0
2011017092,15.0
2011017701,10.0
2011017702,19.0
2011017703,11.0
2011017705,7.0
2011017706,8.0
2011017708,7.0
2011017709,19.0
2011017710,10.0
2011017711,22.0
2011017713,18.0
2011017716,8.0
2011017914,1.0
2011017916,18.0
2011017920,0.0
2011018104,6.0
2011018424,3.0
2011018426,7.0
2011018430,52.0
2011018431,34.0
2011018561,9.0
2011018562,11.0
2011018564,8.0
2011018771,6.0
2011018842,15.0
2011018917,14.0
2011018918,9.0
2011018919,5.0
2011018938,0.0
2011019031,21.0
2011019032,7.0
2011019422,13.0
2011019646,24.0
2011019648,13.0
2011019649,9.0
2011019650,17.0
2011019652,2.0
2011019959,14.0
2011020059,10.0
2011020060,14.0
2011020062,33.0
2011020063,2.0
2011020064,12.0
2011020065,2.0
2011020066,18.0
2011020067,4.0
2011020068,14.0
2011020069,5.0
2011020070,7.0
2011020241,3.0
2011020330,0.0
2011020367,12.0
2011020369,5.0
2011020511,13.0
2011020512,11.0
2011020513,36.0
2011020514,11.0
2011020515,8.0
2011020517,18.0
2011020990,0.0
2011020991,1.0
2011020992,0.0
2011021116,12.0
2011021319,8.0
2011021904,7.0
2011021908,7.0
2011022193,8.0
2011022195,10.0
2011022196,0.0
2011022199,0.0
2011022200,5.0
2011022201,12.0
2011022202,3.0
2011022204,8.0
2011022205,10.0
2011022206,6.0
2011022208,0.0
2011022209,8.0
2011022210,49.0
2011022211,80.0
2011022213,11.0
2011022405,11.0
2011022406,65.0
2011022408,10.0
2011022429,18.0
2011022430,2.0
2011022431,5.0
2011022893,14.0
2011022919,6.0
2011022964,4.0
2011022966,1.0
2011022967,4.0
2011022969,8.0
2011022971,0.0
2011022972,31.0
2011022973,12.0
2011022974,15.0
2011022975,5.0
2011022976,4.0
2011022979,0.0
2011022980,12.0
2011022987,10.0
2011022991,0.0
2011022992,35.0
2011022993,15.0
2011022994,4.0
2011022995,5.0
2011022996,13.0
2011023007,10.0
2011023008,8.0
2011023009,10.0
2011023010,2.0
2011023019,3.0
2011023020,7.0
2011023021,5.0
2011023022,7.0
2011023023,2.0
2011023024,10.0
2011023025,0.0
2011023027,60.0
2011023028,10.0
2011023029,5.0
2011023030,12.0
2011023041,20.0
2011023042,26.0
2011023043,50.0
2011023044,6.0
2011023045,13.0
2011023046,8.0
2011023047,0.0
2011023048,18.0
2011023049,14.0
2011023051,6.0
2011023123,0.0
2011023124,10.0
2011023125,30.0
2011023127,9.0
2011023128,26.0
2011023167,57.0
2011023168,8.0
2011023169,4.0
2011023170,7.0
2011023171,20.0
2011023172,6.0
2011023173,8.0
2011023174,5.0
2011023175,6.0
2011023176,5.0
2011023177,4.0
2011023178,77.0
2011023179,22.0
2011023181,7.0
2011023183,5.0
2011023184,2.0
2011023185,5.0
2011023186,10.0
2011023187,16.0
2011023188,0.0
2011023189,15.0
2011023193,71.0
2011023195,7.0
2011023196,16.0
2011023197,19.0
2011023198,8.0
2011023200,2.0
2011023202,17.0
2011023203,6.0
2011023204,4.0
2011023206,20.0
2011023207,10.0
2011023208,21.0
2011023209,4.0
2011023210,5.0
2011023211,35.0
2011023212,15.0
2011023213,19.0
2011023214,16.0
2011023215,38.0
2011023216,9.0
2011023217,20.0
2011023219,8.0
2011023220,7.0
2011023221,31.0
2011023223,1.0
2011023224,10.0
2011023225,15.0
2011023226,3.0
2011023227,1.0
2011023228,5.0
2011023229,14.0
2011023230,5.0
2011023231,0.0
2011023232,4.0
2011023233,20.0
2011023234,6.0
2011023235,3.0
2011023236,1.0
2011023237,6.0
2011023238,0.0
2011023241,20.0
2011023242,15.0
2011023244,0.0
2011023245,4.0
2011023246,10.0
2011023247,20.0
2011023248,10.0
2011023249,8.0
2011023250,38.0
2011023251,4.0
2011023252,15.0
2011023253,52.0
2011023254,19.0
2011023255,0.0
2011023256,8.0
2011023257,10.0
2011023258,29.0
2011023259,1.0
2011023260,0.0
2011023261,12.0
2011023262,20.0
2011023263,10.0
2011023264,78.0
2011023265,20.0
2011023266,22.0
2011023271,2.0
2011023272,60.0
2011023273,20.0
2011023274,52.0
2011023275,31.0
2011023276,10.0
2011023277,20.0
2011023279,6.0
2011023280,20.0
2011023281,12.0
2011023283,12.0
2011023284,6.0
2011023285,3.0
2011023286,10.0
2011023296,7.0
2011023297,13.0
2011023298,22.0
2011023299,6.0
2011023300,22.0
2011023302,47.0
2011023303,19.0
2011023304,12.0
2011023305,20.0
2011023306,64.0
2011023307,14.0
2011023308,45.0
2011023309,10.0
2011023310,20.0
2011023311,3.0
2011023314,15.0
2011023316,15.0
2011023317,14.0
2011023318,5.0
2011023319,20.0
2011023320,50.0
2011023322,13.0
2011023323,6.0
2011023324,8.0
2011023325,21.0
2011023327,3.0
2011023330,5.0
2011023331,16.0
2011023332,85.0
2011023334,22.0
2011023336,50.0
2011023337,7.0
2011023338,11.0
2011023340,10.0
2011023342,10.0
2011023343,4.0
2011023346,2.0
2011023347,6.0
2011023405,7.0
2011023511,3.0
2011023761,8.0
2011023764,4.0
2011023765,5.0
2011023768,60.0
2011023770,6.0
2011023771,7.0
2011023772,7.0
2011023774,51.0
2011023775,4.0
2011023776,10.0
2011023888,16.0
2011023890,13.0
2011023891,8.0
2011024054,8.0
2011024125,6.0
2011024299,25.0
2011024575,1.0
2011024576,7.0
2011024577,8.0
2011024578,11.0
2011024580,5.0
2011024581,11.0
2011024582,12.0
2011024583,15.0
2011024628,18.0
2011024632,82.0
2011024635,94.0
2011024636,9.0
2011024637,10.0
2011024638,5.0
2011024639,0.0
2011024642,10.0
2011024646,9.0
2011024648,20.0
2011024649,10.0
2011024650,50.0
2011024651,31.0
2011024655,8.0
2011024656,14.0
2011024657,1.0
2011024658,5.0
2011024659,10.0
2011024660,10.0
2011024661,4.0
2011024662,1.0
2011024663,8.0
2011024665,17.0
2011024666,10.0
2011024667,39.0
2011024668,15.0
2011024669,5.0
2011024671,10.0
2011024673,35.0
2011024674,60.0
2011024677,1.0
2011024678,10.0
2011025101,11.0
2011025490,11.0
2011025626,5.0
2011025627,12.0
2011025628,14.0
2011025630,31.0
2011025633,6.0
2011025634,5.0
2011025636,9.0
2011025669,8.0
2011025670,8.0
2011025671,0.0
2011025674,25.0
2011025675,6.0
2011025676,5.0
2011025677,17.0
2011025678,20.0
2011025679,15.0
2011025680,3.0
2011025681,94.0
2011025682,25.0
2011025683,6.0
2011025684,1.0
2011025686,10.0
2011025687,18.0
2011025689,7.0
2011025691,5.0
2011025692,30.0
2011025693,17.0
2011025694,6.0
2011025695,14.0
2011025696,20.0
2011025697,8.0
2011025698,60.0
2011025699,7.0
2011025700,20.0
2011025701,15.0
2011025702,3.0
2011025704,2.0
2011025705,2.0
2011025708,9.0
2011025709,0.0
2011025710,6.0
2011025711,3.0
2011025713,15.0
2011025714,10.0
2011025715,31.0
2011025716,15.0
2011025717,57.0
2011025718,22.0
2011025719,30.0
2011025720,5.0
2011025721,10.0
2011025723,15.0
2011025724,3.0
2011025725,2.0
2011025727,20.0
2011025728,8.0
2011025729,11.0
2011025730,20.0
2011025731,4.0
2011025733,39.0
2011025735,10.0
2011025736,10.0
2011025737,44.0
2011025738,13.0
2011025740,13.0
2011025741,7.0
2011025743,39.0
2011025746,74.0
2011025747,34.0
2011025749,10.0
2011025750,5.0
2011025753,30.0
2011025754,19.0
2011025757,9.0
2011025758,3.0
2011025759,5.0
2011025760,40.0
2011025762,59.0
2011025763,0.0
2011025764,41.0
2011025765,11.0
2011025766,2.0
2011025767,5.0
2011025768,8.0
2011025769,13.0
2011025770,1.0
2011025771,16.0
2011025772,12.0
2011025774,0.0
2011025776,27.0
2011025777,0.0
2011025778,25.0
2011025779,3.0
2011025781,3.0
2011025782,20.0
2011025783,0.0
2011025950,11.0
2011026019,8.0
2011026023,9.0
2011026149,25.0
2011026150,25.0
2011026151,15.0
2011026152,13.0
2011026153,10.0
2011026180,11.0
2011026181,3.0
2011026184,0.0
2011026185,1.0
2011026189,5.0
2011026190,25.0
2011026191,0.0
2011026192,12.0
2011026193,2.0
2011026196,17.0
2011026197,2.0
2011026198,1.0
2011026200,1.0
2011026201,2.0
2011026207,3.0
2011026208,0.0
2011026210,13.0
2011026211,5.0
2011026212,15.0
2011026213,2.0
2011026217,0.0
2011026218,6.0
2011026219,94.0
2011026221,30.0
2011026222,10.0
2011026223,24.0
2011026227,15.0
2011026230,30.0
2011026231,7.0
2011026233,42.0
2011026235,5.0
2011026236,6.0
2011026237,13.0
2011026238,15.0
2011026239,5.0
2011026241,14.0
2011026243,17.0
2011026244,14.0
2011026245,2.0
2011026246,5.0
2011026247,32.0
2011026248,25.0
2011026249,60.0
2011026250,4.0
2011026251,0.0
2011026252,2.0
2011026284,0.0
2011026286,7.0
2011026287,1.0
2011026288,7.0
2011026289,93.0
2011026291,7.0
2011026292,90.0
2011026293,6.0
2011026294,2.0
2011026295,10.0
2011026296,6.0
2011026297,4.0
2011026300,10.0
2011026301,3.0
2011026302,7.0
2011026303,9.0
2011026304,34.0
2011026305,4.0
2011026306,1.0
2011026308,8.0
2011026309,12.0
2011026310,50.0
2011026311,2.0
2011026312,3.0
2011026313,8.0
2011026314,3.0
2011026315,16.0
2011026317,20.0
2011026318,30.0
2011026319,15.0
2011026320,40.0
2011026321,2.0
2011026322,10.0
2011026323,15.0
2011026324,6.0
2011026325,10.0
2011026327,10.0
2011026328,81.0
2011026329,25.0
2011026330,10.0
2011026331,9.0
2011026332,10.0
2011026333,10.0
2011026334,5.0
2011026335,4.0
2011026336,2.0
2011026337,10.0
2011026338,4.0
2011026339,21.0
2011026341,30.0
2011026342,5.0
2011026343,12.0
2011026344,2.0
2011026345,10.0
2011026346,13.0
2011026347,8.0
2011026349,4.0
2011026351,5.0
2011026352,3.0
2011026353,5.0
2011026354,82.0
2011026355,5.0
2011026356,7.0
2011026357,15.0
2011026358,26.0
2011026359,1.0
2011026360,8.0
2011026361,9.0
2011026362,5.0
2011026452,29.0
2011026535,11.0
2011026616,9.0
2011026682,0.0
2011026695,7.0
2011026735,12.0
2011026736,13.0
2011026737,13.0
2011026827,15.0
2011026829,2.0
2011026895,5.0
2011027177,5.0
2011027178,13.0
2011027179,13.0
2011027180,12.0
2011027333,60.0
2011027431,7.0
2011027433,13.0
2011027434,8.0
2011027435,16.0
2011027436,18.0
2011027437,0.0
2011027438,6.0
2011027439,5.0
2011027440,11.0
2011027689,15.0
2011027691,23.0
2011027905,19.0
2011027907,8.0
2011027929,8.0
2011027930,0.0
2011027931,90.0
2011027932,5.0
2011027936,7.0
2011027938,5.0
2011027939,46.0
2011027940,7.0
2011027941,15.0
2011027942,10.0
2011027943,4.0
2011027944,2.0
2011027945,15.0
2011027947,10.0
2011027948,12.0
2011027949,4.0
2011027950,15.0
2011027954,30.0
2011027958,10.0
2011027959,1.0
2011027960,25.0
2011027962,0.0
2011027964,5.0
2011027965,2.0
2011027966,3.0
2011027968,12.0
2011027970,5.0
2011027972,10.0
2011027973,8.0
2011027974,3.0
2011027976,11.0
2011027977,46.0
2011027979,8.0
2011027980,15.0
2011027981,14.0
2011028114,13.0
2011028188,26.0
2011028190,7.0
2011028202,0.0
2011028203,17.0
2011028355,13.0
2011028357,8.0
2011028358,25.0
2011028490,9.0
2011028492,13.0
2011028494,4.0
2011028496,8.0
2011028497,2.0
2011028680,0.0
2011028682,6.0
2011028683,31.0
2011028684,12.0
2011028686,22.0
2011028687,11.0
2011028688,5.0
2011028689,7.0
2011028690,27.0
2011028691,12.0
2011028692,10.0
2011028693,10.0
2011028694,68.0
2011028695,8.0
2011028696,17.0
2011028697,12.0
2011028698,30.0
2011028699,9.0
2011028770,7.0
2011028829,10.0
2011028830,7.0
2011028832,5.0
2011028833,12.0
2011028834,23.0
2011028835,11.0
2011028836,54.0
2011028838,14.0
2011028839,10.0
2011028840,5.0
2011028841,24.0
2011028842,5.0
2011028843,20.0
2011028844,35.0
2011028857,29.0
2011028859,6.0
2011028860,10.0
2011028862,16.0
2011028864,26.0
2011028865,17.0
2011028866,7.0
2011028867,1.0
2011028868,25.0
2011028869,3.0
2011028875,5.0
2011028876,51.0
2011028877,25.0
2011028878,2.0
2011028882,71.0
2011028883,4.0
2011028884,0.0
2011028887,25.0
2011028888,3.0
2011028889,2.0
2011028890,2.0
2011028891,10.0
2011028892,64.0
2011028893,17.0
2011028895,11.0
2011028908,7.0
2011028909,15.0
2011028910,9.0
2011028911,3.0
2011028912,26.0
2011028914,70.0
2011028915,11.0
2011028916,5.0
2011028917,6.0
2011028918,25.0
2011028919,52.0
2011028927,7.0
2011028929,2.0
2011028931,5.0
2011028932,4.0
2011028933,1.0
2011028934,2.0
2011028947,4.0
2011028956,4.0
2011028957,1.0
2011028958,2.0
2011028959,51.0
2011028960,10.0
2011028961,11.0
2011028962,10.0
2011028964,6.0
2011028965,10.0
2011028966,15.0
2011028967,6.0
2011028968,10.0
2011028969,7.0
2011028970,8.0
2011028971,13.0
2011028972,2.0
2011028973,21.0
2011028974,7.0
2011028975,8.0
2011028976,6.0
2011028977,5.0
2011028978,14.0
2011028980,5.0
2011028981,35.0
2011028982,10.0
2011028984,7.0
2011028986,10.0
2011028988,3.0
2011028989,50.0
2011028990,39.0
2011028991,10.0
2011028992,11.0
2011028993,20.0
2011028995,14.0
2011028996,5.0
2011028998,14.0
2011028999,15.0
2011029000,8.0
2011029001,4.0
2011029002,11.0
2011029003,4.0
2011029004,3.0
2011029005,10.0
2011029006,9.0
2011029010,20.0
2011029011,9.0
2011029012,4.0
2011029013,14.0
2011029014,17.0
2011029015,12.0
2011029016,11.0
2011029017,7.0
2011029018,20.0
2011029019,0.0
2011029020,24.0
2011029021,8.0
2011029022,10.0
2011029023,2.0
2011029024,10.0
2011029026,0.0
2011029027,5.0
2011029028,3.0
2011029029,15.0
2011029030,25.0
2011029032,14.0
2011029033,8.0
2011029034,15.0
2011029036,0.0
2011029037,2.0
2011029038,6.0
2011029039,7.0
2011029040,9.0
2011029041,0.0
2011029042,8.0
2011029043,3.0
2011029044,5.0
2011029045,40.0
2011029046,9.0
2011029047,7.0
2011029048,0.0
2011029049,15.0
2011029050,5.0
2011029051,1.0
2011029052,20.0
2011029054,19.0
2011029055,10.0
2011029056,33.0
2011029057,10.0
2011029058,1.0
2011029059,15.0
2011029060,11.0
2011029061,87.0
2011029062,16.0
2011029063,20.0
2011029064,50.0
2011029065,5.0
2011029066,19.0
2011029068,0.0
2011029069,3.0
2011029070,20.0
2011029071,15.0
2011029072,3.0
2011029073,27.0
2011029074,33.0
2011029075,9.0
2011029077,10.0
2011029078,6.0
2011029079,14.0
2011029080,9.0
2011029081,8.0
2011029082,20.0
2011029083,7.0
2011029084,15.0
2011029088,21.0
2011029090,8.0
2011029091,0.0
2011029092,10.0
2011029093,22.0
2011029094,3.0
2011029095,9.0
2011029100,15.0
2011029108,45.0
2011029109,10.0
2011029110,13.0
2011029111,35.0
2011029112,19.0
2011029113,30.0
2011029114,38.0
2011029115,55.0
2011029117,5.0
2011029119,45.0
2011029122,45.0
2011029123,44.0
2011029124,18.0
2011029126,70.0
2011029127,15.0
2011029128,15.0
2011029130,10.0
2011029132,2.0
2011029139,17.0
2011029140,4.0
2011029141,5.0
2011029142,0.0
2011029144,40.0
2011029145,5.0
2011029146,25.0
2011029151,6.0
2011029152,16.0
2011029153,25.0
2011029154,39.0
2011029155,85.0
2011029156,9.0
2011029157,24.0
2011029158,8.0
2011029159,1.0
2011029160,6.0
2011029162,9.0
2011029163,10.0
2011029165,17.0
2011029166,60.0
2011029168,15.0
2011029170,10.0
2011029171,52.0
2011029172,30.0
2011029174,10.0
2011029175,3.0
2011029176,1.0
2011029178,2.0
2011029179,7.0
2011029182,55.0
2011029183,6.0
2011029185,35.0
2011029186,2.0
2011029187,5.0
2011029188,17.0
2011029189,9.0
2011029190,57.0
2011029191,23.0
2011029192,13.0
2011029193,5.0
2011029195,12.0
2011029197,20.0
2011029198,10.0
2011029199,11.0
2011029200,4.0
2011029201,11.0
2011029213,5.0
2011029323,2.0
2011029361,42.0
2011029362,14.0
2011029365,8.0
2011029391,5.0
2011029392,16.0
2011029393,7.0
2011029397,60.0
2011029402,7.0
2011029403,17.0
2011029407,6.0
2011029408,10.0
2011029409,0.0
2011029411,10.0
2011029412,8.0
2011029413,14.0
2011029414,22.0
2011029415,50.0
2011029416,15.0
2011029417,0.0
2011029418,1.0
2011029419,6.0
2011029421,5.0
2011029422,30.0
2011029423,7.0
2011029425,52.0
2011029426,7.0
2011029427,55.0
2011029428,7.0
2011029429,35.0
2011029430,6.0
2011029432,4.0
2011029433,10.0
2011029435,5.0
2011029437,9.0
2011029439,63.0
2011029440,19.0
2011029441,9.0
2011029442,25.0
2011029443,4.0
2011029444,8.0
2011029445,9.0
2011029549,2.0
2011029600,65.0
2011029607,6.0
2011029614,70.0
2011029615,4.0
2011029643,30.0
2011029644,21.0
2011029647,5.0
2011029648,3.0
2011029649,2.0
2011029833,5.0
2011029944,14.0
2011029945,22.0
2011029946,10.0
2011029947,8.0
2011029950,6.0
2011029951,29.0
2011029952,1.0
2011030094,15.0
2011030193,0.0
2011030202,1.0
2011030316,26.0
2011030317,15.0
2011030318,0.0
2011030321,22.0
2011030322,10.0
2011030323,7.0
2011030355,5.0
2011030358,61.0
2011030359,45.0
2011030361,20.0
2011030776,11.0
2011030777,6.0
2011030839,55.0
2011030965,12.0
2011031104,4.0
2011031105,21.0
2011031106,7.0
2011031132,8.0
2011031133,4.0
2011031135,3.0
2011031136,6.0
2011031138,2.0
2011031139,53.0
2011031143,0.0
2011031146,37.0
2011031147,9.0
2011031148,10.0
2011031150,4.0
2011031151,5.0
2011031152,7.0
2011031153,1.0
2011031155,6.0
2011031156,14.0
2011031157,4.0
2011031158,6.0
2011031159,15.0
2011031160,9.0
2011031161,6.0
2011031162,0.0
2011031163,10.0
2011031164,49.0
2011031165,7.0
2011031169,6.0
2011031170,10.0
2011031171,17.0
2011031172,3.0
2011031173,70.0
2011031174,15.0
2011031175,51.0
2011031176,20.0
2011031177,4.0
2011031191,10.0
2011031193,18.0
2011031194,10.0
2011031195,6.0
2011031196,10.0
2011031197,75.0
2011031198,5.0
2011031199,22.0
2011031200,10.0
2011031201,16.0
2011031203,15.0
2011031205,5.0
2011031207,40.0
2011031208,10.0
2011031209,14.0
2011031211,8.0
2011031212,0.0
2011031213,7.0
2011031238,7.0
2011031262,16.0
2011031276,50.0
2011031288,7.0
2011031289,8.0
2011031290,40.0
2011031292,10.0
2011031295,17.0
2011031297,44.0
2011031298,2.0
2011031301,12.0
2011031302,14.0
2011031303,15.0
2011031304,12.0
2011031305,5.0
2011031306,25.0
2011031307,13.0
2011031308,20.0
2011031309,4.0
2011031310,79.0
2011031316,8.0
2011031317,5.0
2011031319,34.0
2011031321,32.0
2011031322,4.0
2011031324,63.0
2011031325,10.0
2011031328,11.0
2011031329,15.0
2011031331,3.0
2011031332,6.0
2011031333,4.0
2011031334,15.0
2011031335,27.0
2011031338,29.0
2011031339,5.0
2011031340,56.0
