,,crime_crime_Aggravated Assault Firearm,crime_crime_Aggravated Assault No Firearm,crime_crime_All Other Offenses,crime_crime_Arson,crime_crime_Burglary Non-Residential,crime_crime_Burglary Residential,crime_crime_DRIVING UNDER THE INFLUENCE,crime_crime_Disorderly Conduct,crime_crime_Embezzlement,crime_crime_Forgery and Counterfeiting,crime_crime_Fraud,crime_crime_Gambling Violations,crime_crime_Homicide - Criminal,crime_crime_Homicide - Criminal ,crime_crime_Homicide - Gross Negligence,crime_crime_Homicide - Justifiable ,crime_crime_Liquor Law Violations,crime_crime_Motor Vehicle Theft,crime_crime_Narcotic / Drug Law Violations,crime_crime_Offenses Against Family and Children,crime_crime_Other Assaults,crime_crime_Other Sex Offenses (Not Commercialized),crime_crime_Prostitution and Commercialized Vice,crime_crime_Public Drunkenness,crime_crime_Rape,crime_crime_Receiving Stolen Property,crime_crime_Robbery Firearm,crime_crime_Robbery No Firearm,crime_crime_Theft from Vehicle,crime_crime_Thefts,crime_crime_Vagrancy/Loitering,crime_crime_Vandalism/Criminal Mischief,crime_crime_Weapon Violations,crime_total,crash_crash_AUTOMOBILE_COUNT,crash_crash_BELTED_DEATH_COUNT,crash_crash_BELTED_SUSP_SERIOUS_INJ_COUNT,crash_crash_BICYCLE_COUNT,crash_crash_BICYCLE_DEATH_COUNT,crash_crash_BICYCLE_SUSP_SERIOUS_INJ_COUNT,crash_crash_BUS_COUNT,crash_crash_CHLDPAS_DEATH_COUNT,crash_crash_CHLDPAS_SUSP_SERIOUS_INJ_COUNT,crash_crash_COMM_VEH_COUNT,crash_crash_DRIVER_COUNT_16YR,crash_crash_DRIVER_COUNT_17YR,crash_crash_DRIVER_COUNT_18YR,crash_crash_DRIVER_COUNT_19YR,crash_crash_DRIVER_COUNT_20YR,crash_crash_DRIVER_COUNT_50_64YR,crash_crash_DRIVER_COUNT_65_74YR,crash_crash_DRIVER_COUNT_75PLUS,crash_crash_FATAL_COUNT,crash_crash_HEAVY_TRUCK_COUNT,crash_crash_HORSE_BUGGY_COUNT,crash_crash_INJURY_COUNT,crash_crash_MCYCLE_DEATH_COUNT,crash_crash_MCYCLE_SUSP_SERIOUS_INJ_COUNT,crash_crash_MOTORCYCLE_COUNT,crash_crash_NONMOTR_COUNT,crash_crash_NONMOTR_DEATH_COUNT,crash_crash_NONMOTR_SUSP_SERIOUS_INJ_COUNT,crash_crash_PED_COUNT,crash_crash_PED_DEATH_COUNT,crash_crash_PED_SUSP_SERIOUS_INJ_COUNT,crash_crash_PERSON_COUNT,crash_crash_POSSIBLE_INJ_COUNT,crash_crash_SMALL_TRUCK_COUNT,crash_crash_SUSP_MINOR_INJ_COUNT,crash_crash_SUSP_SERIOUS_INJ_COUNT,crash_crash_SUV_COUNT,crash_crash_TOT_INJ_COUNT,crash_crash_UNB_DEATH_COUNT,crash_crash_UNB_SUSP_SERIOUS_INJ_COUNT,crash_crash_UNBELTED_OCC_COUNT,crash_crash_UNK_INJ_DEG_COUNT,crash_crash_UNK_INJ_PER_COUNT,crash_crash_VAN_COUNT,crash_crash_VEHICLE_COUNT,crash_crash_COLLISION_TYPE_0,crash_crash_COLLISION_TYPE_1,crash_crash_COLLISION_TYPE_2,crash_crash_COLLISION_TYPE_3,crash_crash_COLLISION_TYPE_4,crash_crash_COLLISION_TYPE_5,crash_crash_COLLISION_TYPE_6,crash_crash_COLLISION_TYPE_7,crash_crash_COLLISION_TYPE_8,crash_crash_COLLISION_TYPE_9,crash_crash_COLLISION_TYPE_98,crash_crash_COLLISION_TYPE_99,crash_crash_ILLUMINATION_1.0,crash_crash_ILLUMINATION_2.0,crash_crash_ILLUMINATION_3.0,crash_crash_ILLUMINATION_4.0,crash_crash_ILLUMINATION_5.0,crash_crash_ILLUMINATION_6.0,crash_crash_ILLUMINATION_8.0,crash_crash_ILLUMINATION_9.0,crash_crash_ILLUMINATION_nan,crash_crash_INTERSECT_TYPE_0,crash_crash_INTERSECT_TYPE_1,crash_crash_INTERSECT_TYPE_10,crash_crash_INTERSECT_TYPE_11,crash_crash_INTERSECT_TYPE_12,crash_crash_INTERSECT_TYPE_2,crash_crash_INTERSECT_TYPE_3,crash_crash_INTERSECT_TYPE_5,crash_crash_INTERSECT_TYPE_6,crash_crash_INTERSECT_TYPE_7,crash_crash_INTERSECT_TYPE_9,crash_crash_LOCATION_TYPE_0,crash_crash_LOCATION_TYPE_1,crash_crash_LOCATION_TYPE_2,crash_crash_LOCATION_TYPE_3,crash_crash_LOCATION_TYPE_4,crash_crash_LOCATION_TYPE_5,crash_crash_LOCATION_TYPE_6,crash_crash_LOCATION_TYPE_7,crash_crash_LOCATION_TYPE_8,crash_crash_LOCATION_TYPE_99,crash_crash_MAX_SEVERITY_LEVEL_0,crash_crash_MAX_SEVERITY_LEVEL_1,crash_crash_MAX_SEVERITY_LEVEL_2,crash_crash_MAX_SEVERITY_LEVEL_3,crash_crash_MAX_SEVERITY_LEVEL_4,crash_crash_MAX_SEVERITY_LEVEL_8,crash_crash_MAX_SEVERITY_LEVEL_9,crash_crash_RELATION_TO_ROAD_1,crash_crash_RELATION_TO_ROAD_2,crash_crash_RELATION_TO_ROAD_3,crash_crash_RELATION_TO_ROAD_4,crash_crash_RELATION_TO_ROAD_5,crash_crash_RELATION_TO_ROAD_6,crash_crash_RELATION_TO_ROAD_7,crash_crash_RELATION_TO_ROAD_9,crash_crash_ROAD_CONDITION_0,crash_crash_ROAD_CONDITION_1,crash_crash_ROAD_CONDITION_2,crash_crash_ROAD_CONDITION_3,crash_crash_ROAD_CONDITION_4,crash_crash_ROAD_CONDITION_5,crash_crash_ROAD_CONDITION_6,crash_crash_ROAD_CONDITION_7,crash_crash_ROAD_CONDITION_8,crash_crash_ROAD_CONDITION_9,crash_crash_ROAD_CONDITION_98,crash_crash_ROAD_CONDITION_99,crash_crash_TCD_TYPE_0,crash_crash_TCD_TYPE_1,crash_crash_TCD_TYPE_2,crash_crash_TCD_TYPE_3,crash_crash_TCD_TYPE_4,crash_crash_TCD_TYPE_5,crash_crash_TCD_TYPE_6,crash_crash_TCD_TYPE_7,crash_crash_TCD_TYPE_8,crash_crash_TCD_TYPE_9,crash_crash_URBAN_RURAL_3,crash_crash_WEATHER1_10,crash_crash_WEATHER1_2,crash_crash_WEATHER1_3,crash_crash_WEATHER1_4,crash_crash_WEATHER1_5,crash_crash_WEATHER1_6,crash_crash_WEATHER1_7,crash_crash_WEATHER1_8,crash_crash_WEATHER1_9,crash_crash_WEATHER1_98,crash_crash_WEATHER1_99,crash_total,traffic_stop_subject_race_asian/pacific islander,traffic_stop_subject_race_black,traffic_stop_subject_race_hispanic,traffic_stop_subject_race_other,traffic_stop_subject_race_unknown,traffic_stop_subject_race_white,traffic_stop_subject_sex_female,traffic_stop_subject_sex_male,traffic_stop_type_pedestrian,traffic_stop_type_vehicular,traffic_stop_outcome_arrest,traffic_stop_outcome_none,traffic_stop_contraband_found,traffic_stop_frisk_performed,traffic_stop_search_conducted,traffic_stop_arrest_made,traffic_stop_total
15.0,2016-11-30,21.0,36.0,190.0,5.0,11.0,47.0,22.0,4.0,2.0,2.0,71.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,26.0,0.0,163.0,6.0,17.0,1.0,11.0,0.0,25.0,38.0,127.0,131.0,0.0,118.0,5.0,1096.0,120.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,6.0,5.0,2.0,39.0,8.0,2.0,1.0,4.0,0.0,136.0,0.0,1.0,2.0,19.0,1.0,3.0,13.0,1.0,3.0,296.0,69.0,13.0,27.0,5.0,53.0,136.0,0.0,0.0,27.0,35.0,8.0,17.0,216.0,0.0,33.0,0.0,1.0,39.0,12.0,2.0,8.0,13.0,1.0,0.0,0.0,58.0,3.0,42.0,3.0,3.0,0.0,0.0,0.0,0.0,53.0,44.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,105.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,1.0,5.0,14.0,39.0,27.0,1.0,95.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,57.0,0.0,39.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,109.0,0.0,0.0,96.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2374.0,23.0,821.0,209.0,5.0,25.0,447.0,367.0,1162.0,552.0,978.0,88.0,1442.0,32.0,156.0,133.0,88.0,6528.0
15.0,2016-12-31,17.0,37.0,168.0,8.0,17.0,33.0,20.0,5.0,2.0,0.0,65.0,0.0,2.0,0.0,0.0,0.0,1.0,14.0,24.0,0.0,168.0,6.0,10.0,3.0,6.0,0.0,25.0,21.0,96.0,137.0,0.0,152.0,7.0,1044.0,117.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,2.0,3.0,2.0,7.0,25.0,4.0,0.0,2.0,6.0,0.0,108.0,1.0,0.0,2.0,18.0,1.0,0.0,16.0,1.0,0.0,290.0,50.0,9.0,21.0,2.0,46.0,108.0,0.0,0.0,38.0,35.0,21.0,11.0,198.0,0.0,21.0,2.0,1.0,31.0,13.0,3.0,12.0,16.0,0.0,0.0,0.0,41.0,1.0,52.0,0.0,4.0,1.0,0.0,0.0,0.0,51.0,31.0,0.0,0.0,0.0,7.0,5.0,3.0,2.0,0.0,0.0,89.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,23.0,2.0,1.0,15.0,31.0,23.0,4.0,80.0,1.0,2.0,4.0,4.0,7.0,1.0,0.0,0.0,69.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,25.0,0.0,0.0,52.0,0.0,32.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,99.0,3.0,0.0,77.0,0.0,1.0,0.0,17.0,0.0,0.0,1.0,0.0,2148.0,17.0,814.0,224.0,8.0,17.0,446.0,362.0,1164.0,461.0,1065.0,89.0,1437.0,38.0,179.0,131.0,89.0,6541.0
15.0,2017-01-31,25.0,31.0,118.0,3.0,10.0,29.0,22.0,7.0,2.0,2.0,72.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,32.0,0.0,154.0,6.0,4.0,0.0,8.0,0.0,22.0,29.0,70.0,123.0,0.0,132.0,11.0,926.0,82.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,4.0,14.0,3.0,2.0,2.0,6.0,0.0,71.0,0.0,0.0,1.0,10.0,2.0,0.0,10.0,2.0,0.0,180.0,32.0,4.0,10.0,3.0,29.0,71.0,0.0,0.0,20.0,26.0,14.0,11.0,134.0,0.0,12.0,0.0,0.0,23.0,6.0,1.0,18.0,9.0,0.0,0.0,0.0,25.0,2.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,24.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,58.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,1.0,2.0,9.0,23.0,16.0,0.0,47.0,10.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,16.0,0.0,0.0,38.0,0.0,23.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,11.0,0.0,48.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1447.0,16.0,644.0,199.0,4.0,13.0,396.0,325.0,947.0,365.0,907.0,78.0,1194.0,31.0,160.0,113.0,78.0,5470.0
15.0,2017-02-28,17.0,18.0,147.0,4.0,4.0,19.0,18.0,22.0,2.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,41.0,0.0,162.0,3.0,5.0,2.0,14.0,0.0,16.0,21.0,59.0,108.0,0.0,104.0,11.0,893.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,4.0,4.0,3.0,28.0,5.0,6.0,0.0,5.0,0.0,77.0,0.0,0.0,1.0,10.0,0.0,1.0,8.0,0.0,1.0,217.0,33.0,12.0,4.0,3.0,42.0,77.0,0.0,0.0,23.0,37.0,9.0,17.0,186.0,0.0,19.0,3.0,0.0,28.0,14.0,4.0,9.0,8.0,0.0,0.0,0.0,45.0,0.0,38.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,42.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,4.0,29.0,22.0,2.0,68.0,1.0,3.0,4.0,3.0,6.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,42.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0,1.0,0.0,73.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,1778.0,19.0,647.0,215.0,5.0,19.0,428.0,333.0,1000.0,354.0,979.0,103.0,1230.0,44.0,139.0,163.0,103.0,5781.0
15.0,2017-03-31,13.0,22.0,159.0,6.0,7.0,38.0,24.0,25.0,2.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,54.0,1.0,202.0,12.0,2.0,0.0,9.0,1.0,13.0,25.0,52.0,87.0,0.0,110.0,12.0,968.0,89.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,1.0,2.0,22.0,10.0,0.0,1.0,5.0,0.0,101.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,195.0,34.0,10.0,13.0,2.0,33.0,101.0,0.0,0.0,19.0,52.0,18.0,13.0,152.0,2.0,16.0,0.0,0.0,34.0,9.0,1.0,9.0,7.0,0.0,0.0,0.0,55.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,35.0,32.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,2.0,8.0,26.0,26.0,6.0,64.0,2.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,40.0,0.0,26.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,62.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1684.0,25.0,766.0,209.0,5.0,15.0,422.0,345.0,1097.0,452.0,990.0,103.0,1339.0,44.0,196.0,168.0,103.0,6279.0
15.0,2017-04-30,18.0,29.0,174.0,3.0,13.0,40.0,24.0,9.0,2.0,0.0,77.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,44.0,2.0,189.0,5.0,4.0,3.0,13.0,0.0,16.0,30.0,111.0,144.0,0.0,105.0,17.0,1084.0,93.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,27.0,8.0,2.0,1.0,2.0,0.0,74.0,0.0,0.0,4.0,19.0,1.0,1.0,16.0,1.0,1.0,214.0,48.0,7.0,5.0,3.0,37.0,74.0,0.0,0.0,24.0,18.0,13.0,13.0,159.0,5.0,19.0,1.0,0.0,23.0,11.0,1.0,10.0,14.0,0.0,0.0,0.0,55.0,3.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,78.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,3.0,5.0,35.0,15.0,2.0,67.0,2.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,53.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,0.0,0.0,73.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1720.0,22.0,769.0,217.0,2.0,16.0,464.0,334.0,1156.0,524.0,966.0,117.0,1373.0,40.0,222.0,160.0,117.0,6499.0
15.0,2017-05-31,16.0,33.0,161.0,3.0,8.0,41.0,16.0,7.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,52.0,1.0,197.0,7.0,4.0,0.0,12.0,0.0,19.0,23.0,129.0,140.0,0.0,122.0,22.0,1125.0,97.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,3.0,3.0,30.0,9.0,1.0,0.0,9.0,0.0,105.0,0.0,1.0,3.0,14.0,0.0,2.0,11.0,0.0,2.0,226.0,35.0,10.0,13.0,5.0,41.0,105.0,0.0,1.0,20.0,52.0,9.0,16.0,178.0,1.0,16.0,1.0,0.0,41.0,6.0,1.0,19.0,11.0,0.0,0.0,0.0,71.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,43.0,34.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,2.0,0.0,80.0,2.0,6.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,21.0,0.0,5.0,9.0,28.0,31.0,2.0,74.0,4.0,4.0,11.0,1.0,2.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,48.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,0.0,0.0,79.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,1979.0,10.0,614.0,170.0,4.0,16.0,369.0,279.0,904.0,475.0,708.0,117.0,1066.0,46.0,134.0,162.0,117.0,5191.0
15.0,2017-06-30,27.0,40.0,201.0,6.0,16.0,31.0,10.0,3.0,1.0,2.0,67.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,38.0,0.0,192.0,8.0,6.0,1.0,9.0,0.0,19.0,26.0,110.0,132.0,2.0,110.0,12.0,1081.0,90.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,31.0,8.0,5.0,0.0,5.0,0.0,119.0,0.0,1.0,3.0,18.0,0.0,0.0,10.0,0.0,0.0,255.0,56.0,21.0,17.0,3.0,47.0,119.0,0.0,0.0,22.0,43.0,11.0,12.0,186.0,0.0,23.0,1.0,2.0,40.0,10.0,1.0,12.0,11.0,0.0,0.0,0.0,82.0,1.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,47.0,39.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,2.0,0.0,92.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,3.0,12.0,36.0,33.0,1.0,83.0,5.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,52.0,0.0,36.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,93.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2107.0,11.0,601.0,157.0,3.0,15.0,373.0,295.0,865.0,429.0,731.0,93.0,1067.0,25.0,117.0,122.0,93.0,4997.0
15.0,2017-07-31,14.0,43.0,161.0,2.0,9.0,46.0,7.0,8.0,2.0,1.0,95.0,0.0,5.0,1.0,0.0,0.0,2.0,10.0,30.0,0.0,166.0,6.0,10.0,2.0,10.0,0.0,17.0,24.0,94.0,122.0,0.0,126.0,16.0,1029.0,58.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,14.0,6.0,0.0,1.0,2.0,0.0,50.0,0.0,1.0,4.0,8.0,0.0,0.0,6.0,0.0,0.0,132.0,19.0,6.0,8.0,1.0,20.0,50.0,0.0,0.0,9.0,22.0,7.0,8.0,101.0,1.0,8.0,0.0,0.0,20.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,35.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,5.0,14.0,15.0,3.0,36.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,0.0,43.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1013.0,36.0,659.0,237.0,4.0,10.0,414.0,363.0,997.0,414.0,946.0,78.0,1282.0,25.0,89.0,117.0,78.0,5749.0
15.0,2017-08-31,14.0,41.0,316.0,3.0,9.0,39.0,24.0,7.0,1.0,1.0,82.0,0.0,1.0,0.0,0.0,0.0,4.0,14.0,56.0,0.0,150.0,6.0,8.0,0.0,4.0,0.0,23.0,27.0,107.0,140.0,0.0,102.0,9.0,1188.0,102.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,1.0,3.0,4.0,28.0,5.0,2.0,0.0,4.0,0.0,118.0,0.0,0.0,3.0,20.0,0.0,0.0,17.0,0.0,0.0,251.0,55.0,9.0,19.0,0.0,52.0,118.0,0.0,0.0,32.0,44.0,13.0,10.0,188.0,1.0,16.0,1.0,2.0,45.0,8.0,2.0,10.0,17.0,0.0,0.0,0.0,66.0,2.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,59.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,97.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,17.0,37.0,30.0,4.0,88.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,37.0,1.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,88.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0,2132.0,31.0,943.0,273.0,7.0,21.0,559.0,479.0,1355.0,580.0,1254.0,98.0,1736.0,42.0,138.0,137.0,98.0,7751.0
15.0,2017-09-30,9.0,43.0,205.0,0.0,7.0,37.0,13.0,7.0,1.0,1.0,79.0,0.0,1.0,0.0,0.0,0.0,5.0,13.0,35.0,0.0,175.0,13.0,14.0,2.0,14.0,1.0,15.0,35.0,111.0,126.0,0.0,107.0,17.0,1086.0,87.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,13.0,5.0,0.0,1.0,1.0,0.0,84.0,0.0,1.0,3.0,12.0,1.0,0.0,8.0,1.0,0.0,180.0,41.0,7.0,13.0,3.0,32.0,84.0,0.0,0.0,24.0,27.0,10.0,12.0,145.0,3.0,13.0,0.0,0.0,27.0,12.0,1.0,10.0,7.0,0.0,0.0,0.0,49.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,65.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,16.0,1.0,3.0,9.0,29.0,11.0,4.0,54.0,3.0,1.0,6.0,1.0,8.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,39.0,2.0,27.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,0.0,66.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1539.0,34.0,867.0,265.0,9.0,36.0,510.0,461.0,1260.0,556.0,1165.0,103.0,1618.0,45.0,124.0,150.0,103.0,7306.0
15.0,2017-10-31,13.0,42.0,147.0,4.0,9.0,26.0,16.0,10.0,3.0,2.0,86.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,30.0,0.0,208.0,13.0,4.0,3.0,11.0,0.0,23.0,34.0,84.0,118.0,0.0,102.0,16.0,1015.0,91.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,1.0,1.0,5.0,5.0,30.0,6.0,1.0,0.0,2.0,0.0,102.0,0.0,0.0,1.0,14.0,0.0,0.0,11.0,0.0,0.0,240.0,54.0,6.0,13.0,2.0,44.0,102.0,0.0,1.0,38.0,33.0,10.0,13.0,165.0,2.0,21.0,3.0,1.0,24.0,12.0,1.0,7.0,11.0,0.0,0.0,0.0,54.0,2.0,21.0,2.0,0.0,3.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,76.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,2.0,10.0,36.0,19.0,3.0,73.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,40.0,0.0,33.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,82.0,0.0,0.0,73.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1828.0,16.0,701.0,187.0,5.0,30.0,395.0,352.0,981.0,424.0,910.0,72.0,1262.0,27.0,122.0,98.0,72.0,5654.0
15.0,2017-11-30,13.0,43.0,177.0,3.0,19.0,37.0,15.0,12.0,2.0,0.0,70.0,0.0,1.0,2.0,0.0,0.0,0.0,20.0,29.0,0.0,169.0,9.0,10.0,1.0,9.0,0.0,25.0,33.0,90.0,123.0,0.0,99.0,16.0,1027.0,107.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,4.0,26.0,4.0,3.0,1.0,4.0,0.0,102.0,0.0,1.0,2.0,13.0,1.0,0.0,10.0,1.0,0.0,246.0,37.0,17.0,21.0,1.0,42.0,102.0,0.0,0.0,38.0,43.0,9.0,14.0,192.0,0.0,15.0,2.0,1.0,35.0,11.0,2.0,13.0,10.0,2.0,0.0,0.0,42.0,5.0,36.0,3.0,3.0,2.0,0.0,0.0,0.0,45.0,35.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0,79.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,1.0,1.0,16.0,19.0,31.0,3.0,70.0,2.0,2.0,5.0,3.0,8.0,1.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,47.0,1.0,31.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,91.0,0.0,0.0,80.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1963.0,23.0,704.0,227.0,4.0,23.0,397.0,362.0,1015.0,438.0,940.0,69.0,1309.0,28.0,149.0,144.0,69.0,5901.0
